stars,size,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
41997,291260,6354,540,True,True,True,True,9,False,True,False,False,False,3,385175,467967,467982,1,1,0,0,0,0
41996,38293,10750,126,True,False,True,True,0,False,False,False,False,True,11,373305,467981,467215,0,0,0,0,0,1
41885,369676,7612,136,True,False,True,False,6,False,False,True,False,False,12,433014,467982,467576,0,0,0,0,1,0
41666,204919,6199,3773,False,False,True,True,7,False,False,False,False,True,6,404486,467981,467983,1,0,0,0,0,1
41544,5900,7264,185,True,True,True,False,2,False,False,False,False,True,9,356611,467982,467876,1,0,0,1,0,0
41408,52107,1092,763,False,False,True,False,12,False,False,False,False,True,13,449542,467983,467980,1,0,1,0,0,0
41273,30920,1081,205,False,False,True,False,8,False,False,False,True,False,5,423416,467982,467977,0,0,0,1,0,0
41254,16778,4920,135,True,False,True,True,14,False,False,True,False,False,11,429349,467983,467931,1,1,0,0,0,0
41172,119363,2889,1963,False,False,True,True,4,True,False,False,False,False,13,403672,467980,467146,1,0,0,0,1,0
41118,844,8282,2,False,False,False,False,9,False,False,False,False,True,2,409602,467982,467590,0,0,0,0,0,1
41019,764,5283,29,False,False,True,True,5,False,False,False,False,True,9,388142,467982,463691,1,1,0,0,0,0
41003,1608,3194,16,True,False,True,True,0,False,False,False,False,True,4,390570,467979,467063,0,0,0,0,0,1
40996,1844,2121,116,False,False,True,False,12,False,False,False,False,True,15,424971,467982,467872,1,0,0,0,0,1
40944,2989,3722,2,False,False,True,False,6,True,False,False,False,False,9,424418,467981,467916,1,1,0,0,0,0
40923,22764,3439,894,False,False,True,False,9,False,True,False,False,False,6,407596,467981,467861,1,1,0,0,0,0
40865,10955,10050,61,True,True,False,True,18,False,False,False,False,True,5,425215,467983,466319,0,1,0,0,0,0
40832,32926,4573,1440,True,False,True,True,0,False,False,True,False,False,8,462768,467983,467983,0,1,0,0,0,0
40829,159,4842,11,True,False,True,True,6,False,False,False,False,True,6,413132,467983,467854,0,0,1,0,0,0
40730,58568,2151,537,True,False,True,True,19,False,False,False,False,True,14,396882,467983,467941,1,0,0,0,1,0
40447,2272,4294,139,True,False,True,True,4,False,False,False,False,True,5,415482,467983,467563,1,0,0,1,0,0
40054,34429,12503,110,True,False,True,True,7,False,False,False,False,True,19,411792,467982,467909,1,0,0,0,0,1
39988,91436,4753,148,True,False,True,True,13,False,True,False,False,False,16,377445,467983,467900,1,1,0,0,0,0
39879,72432,3051,1042,True,False,True,True,17,True,False,False,False,False,12,419583,467983,467633,1,1,0,0,0,0
39692,202492,8184,92,True,True,True,False,6,True,False,False,False,False,11,409105,467983,467702,1,1,0,0,0,0
39628,339,4417,109,True,False,True,True,5,False,False,False,False,True,4,418046,467983,467170,0,0,0,0,1,0
39622,305009,4881,1351,True,False,True,True,3,False,False,False,False,True,8,430946,467983,467982,1,0,0,1,0,0
39611,4900,6594,5,False,True,True,False,15,False,False,False,False,True,6,405969,467983,467972,1,0,0,0,0,1
39608,129379,3953,875,True,False,True,True,6,True,False,False,False,False,19,368237,467982,467929,1,1,0,0,0,0
39469,848593,8819,531,True,True,True,True,15,False,False,True,False,False,8,424475,467983,467380,0,0,0,0,0,1
39408,2345396,7290,383,True,False,True,True,0,False,False,True,False,False,28,411096,467982,467983,1,1,0,0,0,0
39354,31860,7464,37,False,True,True,True,15,False,False,False,False,True,5,390771,467977,467945,0,1,0,0,0,0
39084,13025,2541,773,False,False,True,False,10,True,False,False,False,False,9,380305,467982,467196,1,0,0,0,1,0
39045,113845,4688,49,False,True,True,False,12,False,False,False,False,True,6,394794,467983,467983,1,0,0,0,0,1
38926,34461,2448,167,False,False,True,False,4,False,True,False,False,False,21,408700,467983,467966,1,1,0,0,0,0
38909,48177,25916,843,True,False,True,True,7,False,False,False,False,True,11,372245,467983,467982,1,0,0,1,0,0
38833,164290,4844,798,True,True,True,True,7,True,False,False,False,False,8,391817,467970,467650,1,1,0,0,0,0
38810,93347,9502,158,True,False,True,True,10,False,False,False,False,True,3,437867,467983,467951,0,0,1,0,0,0
38655,14813,13864,329,True,False,True,True,13,False,False,True,False,False,10,441601,467983,467983,1,0,0,0,0,1
38652,2346,6716,109,False,False,True,False,3,False,False,False,True,False,13,400632,467983,467983,1,1,0,0,0,0
38591,91911,6586,3445,False,False,True,True,8,False,False,False,False,True,4,403534,467980,467978,1,1,0,0,0,0
38536,183728,3488,885,True,False,True,True,20,False,False,False,False,True,21,387495,467983,467976,1,1,0,0,0,0
38517,6543,971,125,True,False,True,True,4,False,False,False,False,True,6,429570,467983,467978,0,1,0,0,0,0
38446,45158,16916,193,True,True,True,True,6,False,False,False,False,True,9,408564,467980,467836,1,1,0,0,0,0
38420,326560,16290,3508,False,False,True,True,6,False,False,True,False,False,24,356279,467982,467983,1,0,0,0,0,1
38383,8608,3447,681,True,False,True,True,12,False,False,False,False,True,14,378581,467982,467756,0,1,0,0,0,0
38345,1048,5093,116,False,False,True,True,4,False,False,False,False,True,9,381083,467983,466695,0,0,1,0,0,0
38128,1334304,3461,1068,True,False,True,True,13,True,False,False,False,False,5,425382,467982,467983,1,0,0,1,0,0
37970,484823,10010,823,True,True,True,True,0,False,False,False,False,True,10,393905,467983,467983,1,0,0,1,0,0
37956,69583,4180,607,True,False,True,True,13,True,False,False,False,False,4,429202,467983,467981,1,1,0,0,0,0
37943,4422,1702,213,False,False,True,False,10,False,False,False,True,False,12,404905,467983,467914,0,0,0,0,0,1
37911,585299,7990,88,False,False,False,False,7,False,False,False,False,True,8,377207,467983,467983,1,0,0,0,0,1
37866,26036,5103,215,True,True,True,True,0,False,False,True,False,False,18,400002,467982,467639,1,0,0,0,1,0
37707,22939,6890,978,False,False,True,True,0,False,True,False,False,False,14,424667,467983,467975,1,1,0,0,0,0
37673,31579,2283,6,True,False,True,False,13,True,False,False,False,False,13,412664,467983,454076,0,0,0,0,0,1
37579,57106,5629,480,False,True,True,True,4,True,False,False,False,False,8,356990,467982,467965,1,0,0,0,0,1
37428,517,909,42,False,True,True,False,5,True,False,False,False,False,6,450051,467982,467921,1,0,0,1,0,0
37421,5390,5397,18,True,False,True,True,15,True,False,False,False,False,9,421074,467982,467952,1,1,0,0,0,0
37370,3777,6785,10,True,False,True,True,3,False,False,True,False,False,7,371947,467983,465237,0,0,1,0,0,0
37337,299591,8631,1832,False,False,True,False,5,False,False,False,False,True,39,387429,467983,467983,1,0,0,0,0,1
37207,4678,6817,74,True,True,True,True,0,True,False,False,False,False,23,368085,467981,467081,1,1,0,0,0,0
37194,1321,2740,2,True,False,True,True,9,True,False,False,False,False,9,423090,467983,466305,0,0,1,0,0,0
37180,83673,6784,1116,False,False,True,False,19,False,True,False,False,False,4,409342,467981,467981,1,1,0,0,0,0
37075,81326,5525,437,False,False,True,True,11,False,False,False,False,True,14,393760,467981,467881,1,1,0,0,0,0
37007,39727,11674,29,True,False,True,True,5,False,False,False,False,True,2,464112,467983,467939,1,1,0,0,0,0
36995,8446,4083,25,False,False,False,False,0,False,False,True,False,False,7,462042,467983,467965,0,1,0,0,0,0
36824,4503,1486,161,False,False,True,True,6,False,False,False,False,True,10,423949,467982,467928,0,1,0,0,0,0
36792,84055,2927,558,True,True,True,True,0,False,True,False,False,False,4,427952,467981,467868,1,0,0,0,0,1
36781,7549,4497,84,True,False,True,False,4,True,False,False,False,False,10,374557,467981,467942,1,1,0,0,0,0
36688,158781,9424,109,True,False,True,True,20,False,False,True,False,False,9,466695,467983,467981,1,0,0,0,0,1
36675,280974,4632,2138,True,False,True,False,12,False,False,False,False,True,23,410545,467983,467983,1,1,0,0,0,0
36654,260,3439,709,True,False,True,True,0,False,False,False,False,True,21,384387,467977,467979,0,0,1,0,0,0
36578,54272,1322,128,False,False,True,True,19,False,False,False,True,False,13,423465,467983,467983,1,1,0,0,0,0
36488,1983,7113,7,True,False,True,True,2,False,False,False,False,True,14,390248,467983,467229,0,0,0,0,1,0
36480,21720,8940,2125,True,False,True,True,5,False,False,False,False,True,26,388452,467980,467912,0,0,0,0,1,0
36462,30959,1370,152,True,False,True,True,14,False,False,False,False,True,13,409777,467974,466119,1,0,0,0,1,0
36401,3345,3078,25,False,False,False,False,7,True,False,False,False,False,9,413764,467982,467982,0,1,0,0,0,0
36294,72074,1914,34,False,False,True,False,1,False,False,False,False,True,3,430842,467982,467969,0,1,0,0,0,0
36242,354272,10907,3,False,False,False,False,15,False,False,False,False,True,3,361884,467983,467983,1,0,0,0,1,0
36059,924194,2285,447,True,False,True,True,19,False,True,False,False,False,7,419249,467982,467983,1,0,0,0,0,1
36041,72048,8836,49,False,True,True,False,5,False,False,False,False,True,9,404788,467982,467983,1,0,0,0,0,1
35972,373493,3981,336,False,False,True,True,15,False,True,False,False,False,20,412388,467983,467968,1,0,0,0,1,0
35929,31521,3929,385,False,True,True,False,15,False,False,False,True,False,8,464000,467983,467968,1,0,0,0,0,1
35888,124951,8540,245,True,False,True,True,20,True,False,False,False,False,38,438085,467980,467960,0,0,1,0,0,0
35883,118617,5338,104,False,False,True,True,6,False,False,False,False,True,8,457489,467983,467927,1,1,0,0,0,0
35875,139009,2704,14,True,True,True,True,7,True,False,False,False,False,13,396639,467982,467975,0,0,0,0,0,1
35847,998,3074,2,True,False,True,True,5,False,False,False,False,True,7,407437,467979,467523,0,0,0,0,0,1
35794,477614,26959,262,False,False,False,True,8,False,False,False,False,True,11,387031,467977,467983,1,0,0,1,0,0
35713,15438,3031,1337,False,True,True,False,4,True,False,False,False,False,11,373245,467982,467977,1,0,0,0,0,1
35603,126669,7375,443,True,True,True,True,10,True,False,False,False,False,7,353848,467982,467967,1,0,0,0,1,0
35597,746525,8573,3078,True,True,True,True,11,False,True,False,False,False,8,397781,467981,467982,1,0,0,0,1,0
35481,171448,11121,3,False,True,True,True,20,False,False,True,False,False,1,413335,467982,467524,1,0,0,0,1,0
35470,511293,7543,664,False,False,True,False,0,False,False,False,False,True,3,363383,467982,467963,1,0,0,0,1,0
35432,5871,2191,82,True,True,True,True,18,False,False,False,False,True,10,419353,467983,467231,0,0,0,0,0,1
35337,659,12201,158,True,False,True,True,0,False,False,False,False,True,11,407748,467980,467983,0,0,0,1,0,0
35332,4558,1704,116,True,False,True,True,10,False,False,True,False,False,6,415051,467980,466789,1,1,0,0,0,0
35329,16916,1011,313,False,False,True,False,11,False,False,False,False,True,7,407198,467983,467949,1,1,0,0,0,0
35256,3638,7224,91,True,False,True,True,1,False,False,True,False,False,15,410121,467983,463764,0,0,1,0,0,0
35191,78531,9717,191,False,False,True,True,8,True,False,False,False,False,9,369930,467980,467818,1,1,0,0,0,0
35182,2410,22017,53,True,True,True,False,4,False,False,False,False,True,6,383084,467974,467731,1,0,0,1,0,0
35102,57379,9314,28,False,True,True,False,0,False,False,False,False,True,5,409258,467983,467982,0,0,0,0,0,1
35098,37794,1414,482,True,False,True,True,3,False,False,False,False,True,6,424078,467983,467980,0,1,0,0,0,0
34944,180746,6026,95,False,True,True,True,19,False,False,False,False,True,4,381366,467983,467965,1,1,0,0,0,0
34916,27830,1747,13,False,False,True,True,9,False,True,False,False,False,13,431062,467983,467948,1,1,0,0,0,0
34895,45772,2127,520,False,False,True,True,18,False,False,False,True,False,21,451066,467983,467978,1,0,0,0,0,1
34872,29086,4462,253,False,False,True,False,19,False,False,False,False,True,5,393406,467980,467983,1,0,0,1,0,0
34852,22735,5073,10,True,False,True,False,19,False,False,False,False,True,7,395086,467983,467967,0,0,0,0,0,1
34846,1104,9288,30,True,False,True,True,10,False,False,True,False,False,1,433372,467983,467861,0,0,1,0,0,0
34685,6401,2201,11,False,False,True,False,2,False,False,False,True,False,8,390440,467983,467958,0,0,0,0,0,1
34670,52023,13542,43,True,True,True,True,20,False,False,False,False,True,4,428673,467983,467912,1,0,0,1,0,0
34667,2674,13294,317,False,True,True,False,3,False,False,False,False,True,6,397817,467983,467361,1,0,0,1,0,0
34622,35286,2246,43,False,False,True,True,12,False,True,False,False,False,23,435593,467983,467982,1,1,0,0,0,0
34597,19378,4292,312,True,False,True,False,4,False,False,False,False,True,4,378784,467983,467939,0,0,0,1,0,0
34584,34409,2318,312,False,False,True,False,5,False,True,False,False,False,19,402560,467981,467894,1,1,0,0,0,0
34572,16442,7441,183,True,False,True,True,12,True,False,False,False,False,12,383241,467981,467363,1,0,0,0,0,1
34555,144238,7507,0,True,False,True,True,0,False,False,False,False,True,3,345398,467983,466662,0,0,1,0,0,0
34498,38743,2812,181,False,False,True,True,0,False,False,False,False,True,4,370066,467974,465023,0,0,0,0,1,0
34441,371532,6976,101,False,False,True,False,11,True,False,False,False,False,25,379378,467978,467759,1,1,0,0,0,0
34428,1318732,6743,331,True,True,True,True,3,True,False,False,False,False,11,409210,467983,467892,1,0,0,1,0,0
34423,15683,1896,246,True,True,True,True,7,True,False,False,False,False,14,400536,467983,467968,1,1,0,0,0,0
34308,317,9235,869,True,False,True,True,5,False,False,True,False,False,7,427916,467983,467892,1,0,0,1,0,0
34279,31956,1465,548,False,False,True,False,12,False,False,False,True,False,11,431713,467980,467970,1,0,0,0,0,1
34245,7457,7903,279,True,True,True,True,9,False,True,False,False,False,7,417680,467983,467305,1,1,0,0,0,0
34226,396972,3799,1192,False,False,True,False,13,False,False,True,False,False,6,356444,467983,467983,1,0,0,0,1,0
34185,375857,53601,73,True,False,True,True,0,False,False,False,False,True,7,379792,467983,467983,1,1,0,0,0,0
34153,121326,3280,325,True,True,True,False,5,True,False,False,False,False,5,407030,467983,467981,1,1,0,0,0,0
34140,137826,3605,78,False,True,True,True,20,False,False,False,False,True,12,421520,467982,467963,1,1,0,0,0,0
34111,13555,8108,16,False,False,True,False,6,True,False,False,False,False,6,384544,467976,465981,1,1,0,0,0,0
34082,459005,5476,3987,True,False,True,True,13,False,False,False,False,True,21,400418,467982,467983,1,0,0,1,0,0
34015,3423,3295,58,True,False,True,False,1,True,False,False,False,False,8,381760,467982,467870,1,1,0,0,0,0
33943,7680,3687,150,False,False,True,True,0,False,False,False,False,True,8,407895,467983,464120,0,0,0,0,0,1
33910,136347,5356,24,False,False,True,False,5,False,False,False,False,True,13,409940,467981,467946,1,0,0,1,0,0
33887,25363,4144,219,True,False,True,True,5,False,False,True,False,False,4,466472,467983,467982,1,0,0,0,0,1
33850,2413,3562,24417,False,False,True,True,4,False,True,False,False,False,8,443196,467983,467962,1,1,0,0,0,0
33798,396,7608,1,True,False,True,True,9,False,False,False,False,True,2,437091,467982,461517,0,0,1,0,0,0
33784,18260,60102,93,True,False,True,True,11,False,False,False,False,True,9,409548,467983,467983,1,1,0,0,0,0
33770,8908,9089,64,True,True,True,True,0,False,False,False,False,True,5,411418,467983,437595,1,0,1,0,0,0
33711,68983,2046,912,True,False,True,True,6,False,False,False,False,True,24,430441,467982,467980,0,1,0,0,0,0
33690,53584,11632,34,True,False,True,True,2,False,False,False,False,True,5,376572,467980,467399,0,0,0,0,1,0
33610,6296,2106,234,False,False,True,False,6,False,True,False,False,False,7,398907,467978,466647,0,1,0,0,0,0
33608,95399,6064,442,True,True,True,True,5,False,False,False,False,True,12,381476,467981,467969,1,0,0,0,1,0
33599,6902,3700,0,True,False,True,True,10,False,False,False,False,True,24,438574,467983,467868,1,0,1,0,0,0
33568,17470,2891,931,True,True,True,True,13,True,False,False,False,False,5,451463,467983,467980,1,1,0,0,0,0
33568,232,3077,59,False,False,True,False,12,False,False,False,False,True,10,424679,467977,465279,0,1,0,0,0,0
33545,8883,5552,83,True,True,True,True,20,True,False,False,False,False,21,419497,467981,467341,1,1,0,0,0,0
33452,92974,7961,2787,True,False,True,True,0,True,False,False,False,False,14,367580,467976,459726,1,1,0,0,0,0
33378,891,19084,447,True,False,False,True,0,False,False,True,False,False,0,370811,467983,463757,0,0,1,0,0,0
33357,76170,18996,1180,True,True,True,True,3,False,False,False,False,True,8,383056,467979,466511,1,0,0,0,1,0
33342,6129,10357,103,True,False,False,False,0,False,False,False,False,True,10,363019,467970,464994,1,1,0,0,0,0
33287,266339,2409,1572,True,False,True,False,6,False,False,False,False,True,6,411702,467981,467970,1,0,0,0,0,1
33235,29435,5450,12,True,False,True,True,9,False,False,False,False,True,12,428162,467982,467475,1,1,0,0,0,0
33163,3027,4092,7,True,True,True,True,2,True,False,False,False,False,11,400725,467981,467963,1,1,0,0,0,0
33061,44410,2837,441,False,True,True,True,9,False,False,True,False,False,20,464140,467982,467976,1,0,0,1,0,0
33004,10993,3592,249,False,False,True,True,0,False,False,False,False,True,29,466552,467983,467983,0,0,0,1,0,0
33003,249164,7115,619,True,False,True,False,16,False,False,False,False,True,6,410974,467982,467982,1,0,0,1,0,0
32944,1434252,4478,991,True,True,True,True,15,False,True,False,False,False,8,423103,467983,467980,1,0,0,0,1,0
32885,106471,8024,129,False,True,True,False,20,True,False,False,False,False,9,376266,467982,467408,1,0,0,1,0,0
32879,5250,3982,76,True,True,True,True,4,True,False,False,False,False,9,396498,467983,467650,1,0,1,0,0,0
32860,38783,3145,208,True,False,True,True,0,False,False,True,False,False,0,466040,467983,467982,0,1,0,0,0,0
32788,125292,2909,146,True,False,True,True,11,False,True,False,False,False,11,435012,467983,467979,1,1,0,0,0,0
32758,1088,4376,27,False,False,True,True,0,True,False,False,False,False,8,381363,467974,466690,1,1,0,0,0,0
32755,12602,8524,39,False,False,False,False,4,False,False,False,False,True,5,378928,467983,467448,0,0,1,0,0,0
32691,1653,7295,279,False,False,True,False,0,False,False,False,False,True,21,391435,467982,467887,0,0,0,0,0,1
32682,1091,2559,73,True,False,True,True,9,False,False,True,False,False,5,417762,467983,467405,0,0,0,0,0,1
32624,20100,1858,56,False,False,True,False,9,True,False,False,False,False,10,415992,467981,467858,1,1,0,0,0,0
32583,50653,1863,121,True,True,True,True,0,False,True,False,False,False,11,390076,467974,466623,1,1,0,0,0,0
32555,124,1707,190,True,False,True,True,0,False,False,False,False,True,7,431590,467981,465097,0,0,1,0,0,0
32489,11887,5938,26,True,True,True,True,4,False,False,True,False,False,3,421347,467982,467054,1,0,1,0,0,0
32468,411343,4387,2976,True,False,True,True,18,False,False,False,False,True,16,395250,467980,467983,1,0,0,0,1,0
32434,4485,3581,225,True,False,True,True,5,False,False,False,False,True,11,384078,467979,467981,1,1,0,0,0,0
32423,44432,6993,258,True,True,True,True,9,False,False,False,False,True,6,426543,467982,467911,1,0,0,1,0,0
32420,7143,2090,394,True,False,True,True,9,False,False,True,False,False,5,422514,467983,467980,1,1,0,0,0,0
32367,13934,2681,813,False,False,True,True,9,False,True,False,False,False,8,415961,467982,467701,1,0,0,1,0,0
32361,80071,5013,0,True,False,True,False,10,False,False,False,False,True,1,401834,467983,466760,1,0,1,0,0,0
32349,27578,5083,434,False,False,True,True,4,False,False,False,False,True,5,436141,467982,467919,1,1,0,0,0,0
32330,4168390,8875,9,True,True,True,True,0,False,False,False,False,True,1,407534,467982,467960,1,0,1,0,0,0
32320,365050,6219,7,True,False,True,True,5,False,False,False,False,True,9,441867,467978,467908,1,0,1,0,0,0
32170,56968,5179,403,True,False,True,False,5,False,False,False,False,True,5,394797,467975,467354,1,0,0,1,0,0
32153,5286,1647,900,True,False,True,True,6,False,False,False,False,True,8,375866,467983,467474,1,0,0,0,0,1
32153,47327,10603,269,False,True,True,False,20,False,False,False,False,True,8,408304,467981,467975,1,0,0,1,0,0
32080,287169,2875,1785,True,True,True,True,14,False,False,False,False,True,7,401502,467983,467983,1,0,0,1,0,0
32047,60810,7793,7862,True,False,True,True,5,False,False,True,False,False,6,394808,467983,467413,0,0,1,0,0,0
31918,4791,2792,28,True,False,True,True,2,False,False,False,False,True,4,373996,467983,467756,0,1,0,0,0,0
31906,1949,2683,200,True,False,True,True,16,False,False,False,False,True,7,382842,467981,467842,1,0,0,1,0,0
31754,413383,9084,2623,True,False,True,True,3,False,False,False,False,True,18,387365,467981,467968,1,1,0,0,0,0
31720,7113,8435,52,True,False,True,True,0,False,False,True,False,False,9,406044,467983,467891,1,0,0,0,1,0
31609,6121,4315,1043,True,False,True,True,12,False,False,False,False,True,9,403091,467981,467967,1,0,0,0,0,1
31549,19788,1657,573,False,False,True,False,8,False,True,False,False,False,7,392384,467979,467718,1,1,0,0,0,0
31488,30690,2131,164,False,False,True,False,10,False,False,False,False,True,3,384064,467983,467963,1,0,0,0,0,1
31472,50650,7999,293,True,True,True,False,6,False,False,False,False,True,4,407097,467977,466680,0,0,0,0,0,1
31465,96044,1138,2903,False,True,True,True,20,False,True,False,False,False,16,433619,467983,467981,1,0,0,1,0,0
31391,8283,7991,2812,True,False,True,True,6,False,False,False,False,True,11,380618,467982,467325,0,0,0,0,0,1
31340,4488,2221,2410,True,False,True,True,0,False,False,False,False,True,1,427618,467983,467903,0,0,1,0,0,0
31322,244573,2685,723,False,False,True,True,18,False,True,False,False,False,8,431870,467983,467983,1,0,0,0,0,1
31279,34222,5684,352,True,False,True,True,10,False,False,False,False,True,1,442080,467983,467982,0,0,1,0,0,0
31265,26010,5795,1940,True,False,True,False,20,False,True,False,False,False,27,404646,467983,467908,1,1,0,0,0,0
31244,8803,1927,129,True,False,True,True,1,False,False,False,False,True,5,383004,467975,466764,0,1,0,0,0,0
31225,2139,12004,27,True,False,True,True,2,False,False,False,False,True,12,385814,467983,467058,1,0,0,1,0,0
31218,88152,15326,563,True,False,True,True,0,False,False,False,False,True,9,358136,467983,467983,1,0,0,1,0,0
31062,241702,9324,7,True,True,True,False,8,False,False,False,False,True,9,366228,467983,467929,0,0,0,1,0,0
31051,57431,3702,278,False,False,True,True,11,False,False,True,False,False,12,351747,467983,467936,1,1,0,0,0,0
31051,58570,9423,273,True,False,True,True,0,False,False,True,False,False,1,415282,467981,466777,0,1,0,0,0,0
31030,4398,8147,49,True,True,True,False,0,False,False,False,False,True,49,358670,467942,453609,1,1,0,0,0,0
31014,5906,974,10,True,False,True,True,0,False,True,False,False,False,8,431887,467983,467983,1,1,0,0,0,0
30959,1549,2318,32,False,False,True,False,8,True,False,False,False,False,9,416677,467983,467696,1,0,0,0,0,1
30740,934,4250,41,False,False,True,False,0,False,False,False,False,True,12,390061,467982,467886,0,0,1,0,0,0
30642,712082,6285,279,True,True,True,True,11,False,False,False,False,True,1,394775,467983,467940,0,0,1,0,0,0
30611,91,2435,14,True,True,True,True,9,False,False,False,False,True,10,424479,467981,465968,0,0,1,0,0,0
30597,56033,6673,658,True,False,True,True,0,False,False,True,False,False,1,374693,467982,460558,0,1,0,0,0,0
30518,1410,7310,3,True,False,True,True,4,False,False,False,False,True,1,434190,467983,467670,1,0,1,0,0,0
30499,141665,1565,158,False,False,True,True,11,False,True,False,False,False,13,448840,467983,467983,1,0,0,0,1,0
30472,130879,3529,306,True,True,True,True,20,False,True,False,False,False,14,433663,467981,467983,1,0,0,0,1,0
30468,347422,6261,1740,True,False,True,True,5,False,False,True,False,False,33,441368,467983,467983,0,0,0,1,0,0
30463,10388,1365,151,True,False,True,True,7,False,False,False,False,True,17,441115,467982,467975,1,0,0,0,1,0
30427,106664,2045,21,False,True,True,True,5,True,False,False,False,False,9,398640,467979,467972,1,0,0,1,0,0
30367,31225,3271,1004,True,False,True,True,8,False,False,False,False,True,22,358568,467983,467750,1,0,0,0,0,1
30320,1348,3507,17,True,False,True,True,13,False,False,True,False,False,7,440719,467982,467231,1,1,0,0,0,0
30273,210875,4745,1451,True,False,True,True,4,False,False,False,False,True,4,399979,467982,467983,1,0,0,0,0,1
30270,239972,12391,874,False,False,True,True,7,False,False,True,False,False,12,396928,467982,467983,1,0,0,1,0,0
30264,867736,13193,459,True,True,True,True,1,False,False,False,False,True,2,365188,467982,467967,1,0,0,0,1,0
30196,381,3525,28,False,False,True,True,0,False,False,False,False,True,6,390219,467982,467940,0,0,1,0,0,0
30172,56563,5753,90,True,False,True,False,20,False,False,False,False,True,49,352485,467983,467981,1,0,0,0,1,0
30091,13740,1480,268,True,True,True,True,10,False,False,False,False,True,23,442017,467980,465137,1,0,0,0,0,1
29997,14800,2404,579,False,False,True,True,6,True,False,False,False,False,10,417289,467980,467291,1,0,0,0,1,0
29959,51869,1896,342,True,True,True,True,4,False,False,True,False,False,9,439070,467981,467514,1,1,0,0,0,0
29931,49483,3354,413,True,False,True,True,6,False,False,True,False,False,33,393265,467978,467869,0,0,0,0,1,0
29899,9107,2558,34,True,False,True,True,5,False,False,False,False,True,10,464223,467983,467965,1,1,0,0,0,0
29767,3740550,2644,2124,True,True,True,True,13,False,True,False,False,False,20,424805,467979,467983,1,0,0,1,0,0
29759,11323,5576,26,True,False,True,True,2,False,False,False,False,True,12,369577,467983,467957,1,0,0,0,1,0
29751,8380,3322,39,False,False,True,True,6,True,False,False,False,False,8,364307,467982,467966,1,0,0,0,1,0
29689,12852,9344,297,False,True,True,False,0,False,False,False,False,True,7,399469,467983,467973,1,0,0,0,0,1
29684,19269,5366,14,True,False,True,True,17,False,False,False,False,True,15,416758,467981,466922,1,1,0,0,0,0
29682,668,1969,26,True,True,True,True,11,False,False,False,False,True,7,405882,467977,467842,1,0,1,0,0,0
29672,23385,3450,280,True,False,True,True,12,False,False,True,False,False,9,454286,467983,467983,1,0,0,1,0,0
29648,30935,6443,1048,True,False,True,True,0,True,False,False,False,False,6,403102,467982,467882,1,1,0,0,0,0
29604,25091,4010,69,True,True,True,True,0,False,False,False,False,True,1,454091,467983,467722,1,1,0,0,0,0
29556,4686,4686,218,True,False,True,True,3,False,False,False,False,True,1,413721,467982,465506,0,0,1,0,0,0
29521,73958,10069,14,False,False,True,False,3,False,False,False,False,True,3,377180,467981,467983,1,1,0,0,0,0
29508,14194,10162,112,True,False,True,True,9,False,False,False,False,True,4,419525,467983,467193,1,1,0,0,0,0
29489,3781,1020,19,False,True,True,False,4,True,False,False,False,False,6,389866,467982,467966,1,1,0,0,0,0
29484,24515,4872,176,False,False,True,False,5,False,False,False,False,True,7,385162,467983,467981,1,0,0,1,0,0
29470,122997,5598,53,True,False,True,True,0,False,False,False,False,True,24,366261,467981,465406,1,1,0,0,0,0
29361,2068,7254,8,True,False,True,True,13,True,False,False,False,False,14,424383,467983,467237,0,0,1,0,0,0
29341,531314,7232,999,False,True,True,False,3,False,False,False,False,True,2,427408,467982,467925,1,0,0,1,0,0
29275,8698144,18806,1965,True,False,True,True,8,False,False,False,False,True,8,439125,467975,467732,1,0,1,0,0,0
29264,164709,5848,14,True,True,True,True,4,False,False,False,False,True,3,359287,467980,463746,1,0,0,0,0,1
29185,6060436,18656,5484,True,False,True,False,7,True,False,False,False,False,8,388885,467983,467983,1,0,0,0,1,0
29154,27110,7974,160,True,True,True,True,0,False,False,False,False,True,9,416164,467983,467355,1,0,0,1,0,0
29140,8943,6187,117,False,False,True,False,10,True,False,False,False,False,19,395629,467980,466556,1,1,0,0,0,0
29132,199,2923,39,False,False,True,True,0,False,False,False,False,True,5,387185,467975,465228,0,1,0,0,0,0
29095,72720,8296,10,True,False,True,True,8,False,False,True,False,False,16,392452,467983,467304,1,0,0,1,0,0
29030,16950,1907,33,True,False,True,False,0,False,False,False,False,True,3,398157,467983,467950,0,0,0,0,1,0
29018,836,8806,186,False,False,True,True,3,False,False,False,False,True,10,365344,467983,467799,1,1,0,0,0,0
28996,6084,7394,18,True,True,True,True,13,False,False,False,False,True,40,421712,467982,467329,1,0,0,0,1,0
28940,1073,12288,5,True,False,True,True,20,False,False,False,False,True,9,410644,467981,464521,1,0,1,0,0,0
28926,61724,3121,977,True,False,True,True,9,False,False,False,False,True,3,352531,467983,467904,1,0,0,0,1,0
28922,24841,7177,13,True,False,True,True,0,False,False,False,False,True,5,371750,467983,467768,0,1,0,0,0,0
