,size,forks_count,open_issues,has_wiki,has_pages,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,apache_license,other_license,remain_license,stars
680,40090,2964,860,0,1,1,1,0,192,1539,30,1427,13,0,0,0,17,438829,467980,467978,1,0,1,0,0,24873
681,169813,3263,337,1,0,1,1,0,262,4719,206,0,0,1,0,0,7,354472,467980,467977,1,0,0,1,0,24861
682,5874,1277,445,1,1,1,1,0,104,1940,116,182,20,0,0,0,9,398143,467979,467949,1,0,0,1,0,24845
683,174917,2670,695,0,0,0,0,0,423,50700,764,0,7,0,0,1,5,428821,467976,467980,1,0,0,0,1,24810
684,154110,11901,198,1,0,1,0,1,71,915,6,0,0,0,0,1,25,429694,467978,467520,0,0,1,0,0,24805
685,2658,1488,137,1,0,1,1,1,82,463,4,0,4,0,0,1,12,421342,467978,466858,0,0,0,0,1,24801
686,267475,2184,618,1,0,1,0,0,165,5528,21,0,8,0,0,0,11,435162,467980,467977,1,0,1,0,0,24800
687,2945,2028,40,1,0,1,1,0,123,1630,70,0,11,0,0,1,6,381482,467979,467936,1,1,0,0,0,24787
688,38037,2807,14,1,1,1,0,0,160,3090,102,15,4,0,0,0,5,370701,467975,467194,1,0,0,0,1,24770
689,132955,13157,87,0,1,1,0,1,469,6071,64,4123,20,0,0,0,35,434174,467976,467951,1,0,0,0,1,24756
690,87026,1474,1007,0,1,1,0,0,90,6116,91,9,11,1,0,0,13,392628,467971,463682,1,1,0,0,0,24740
691,3172,1722,9,1,1,1,0,1,159,1201,39,1,0,1,0,0,5,364816,467973,467815,0,1,0,0,0,24701
692,36984,1234,888,1,0,1,1,0,415,7250,15,0,2,0,0,0,5,432635,467977,467975,1,1,0,0,0,24695
693,8019,5419,58,1,1,1,0,1,37,271,0,87,6,0,0,1,6,427900,467978,465837,1,0,0,0,0,24657
694,20700,3246,177,1,0,1,0,0,52,202,7,0,0,0,0,1,5,376640,467972,463428,0,0,0,0,0,24613
695,14335,1795,50,1,0,1,1,0,414,8844,130,0,9,0,0,1,13,380740,467979,467906,1,1,0,0,0,24610
696,8292,4598,536,0,1,1,0,0,49,382,17,61,0,0,0,1,7,407960,467978,467751,1,1,0,0,0,24602
697,3558,2616,48,1,0,1,1,0,434,2259,23,318,8,1,0,0,11,401302,467979,467862,1,0,0,0,1,24595
698,159813,5257,267,1,1,1,1,1,425,9181,2257,16616,20,1,0,0,4,422961,467979,467977,1,1,0,0,0,24594
699,21360,5896,54,1,0,1,1,0,248,3403,183,2,14,0,0,1,10,348204,467972,467812,1,1,0,0,0,24585
700,6468,1395,143,0,1,1,0,0,56,287,9,10,2,0,0,0,17,413248,467979,466908,0,0,0,1,0,24566
701,333,3016,9,1,1,1,0,1,69,161,5,86,2,0,0,1,12,418257,467979,467665,1,1,0,0,0,24551
702,147,4505,34,1,0,1,0,1,28,168,1,0,3,0,0,1,6,406921,467969,444032,0,0,0,0,0,24483
703,67208,7790,471,0,1,0,0,0,33,548,11,113,20,0,1,0,8,406708,467979,467247,1,1,0,0,0,24477
704,94797,6309,31,0,1,1,1,0,284,1618,45,326,18,0,0,1,18,407956,467979,467979,1,1,0,0,0,24435
705,1742,4687,142,1,1,1,0,1,20,550,5,0,0,0,0,1,19,372899,467978,466450,1,0,1,0,0,24352
706,1885,2110,23,1,1,1,1,1,81,331,2,183,9,0,0,1,25,446357,467979,467151,1,0,0,0,1,24349
707,32974,10097,1153,1,0,1,0,1,56,1723,11,0,10,0,0,1,5,402415,467979,467831,1,0,0,0,1,24345
708,46925,32680,40,1,0,1,0,1,114,392,21,0,0,0,0,1,5,411421,467977,467914,1,0,0,0,0,24341
709,19940,6675,608,1,0,1,0,0,383,6872,31,0,5,0,0,1,4,401131,467973,467979,1,0,1,0,0,24337
710,63816,2862,554,0,0,0,0,0,215,7717,70,0,20,0,0,1,48,383682,467980,467919,1,0,0,0,1,24315
711,1350,916,102,1,0,1,0,1,306,1717,6,0,5,0,0,1,6,398388,467976,467504,0,0,0,0,0,24304
712,507,1985,3,0,0,0,1,1,281,552,13,0,4,0,0,1,7,397158,467979,467954,0,0,0,0,1,24299
713,29623,5259,200,1,0,1,0,1,10,392,32,72,10,0,0,0,36,437267,467974,467768,0,0,0,0,0,24290
714,19847,3428,316,0,0,1,1,0,203,2032,4,0,20,0,0,1,10,443554,467978,467974,1,1,0,0,0,24250
715,57910,8658,778,1,0,1,1,0,373,2539,16,0,18,0,0,0,5,426361,467978,467980,1,0,1,0,0,24237
716,6526,21422,1956,1,0,1,0,1,6,455,94,0,0,0,0,1,3,388106,467978,467913,1,0,0,1,0,24212
717,572,3372,3,1,0,1,0,1,46,473,0,0,14,0,0,1,18,442741,467980,467912,0,1,0,0,0,24205
718,273479,4930,283,1,0,1,0,1,8,1127,2,0,8,0,0,1,2,415660,467978,467377,1,0,1,0,0,24197
719,25614,1294,34,0,1,1,1,1,21,1116,1,549,8,0,1,0,9,456537,467979,467979,1,0,0,0,1,24160
720,26601,8588,385,1,0,1,0,0,413,6358,151,0,6,0,0,1,29,386579,467979,467973,1,0,1,0,0,24157
721,3201,2702,148,1,0,1,1,1,10,216,9,0,0,0,0,1,5,437154,467980,466628,0,0,0,0,1,24137
722,9364,3436,152,1,0,1,0,0,5,37,1,0,3,0,0,0,12,466242,467980,467622,1,0,1,0,0,24038
723,209749,3509,21,0,0,0,1,0,184,1189,12,0,9,0,0,1,10,409937,467978,467926,1,0,1,0,0,24023
724,2166322,5076,60,1,1,1,0,1,139,1137,13,652,14,0,0,1,1,410818,467979,467690,1,1,0,0,0,24013
725,32725,4216,1225,1,0,1,0,0,151,3031,41,0,10,0,0,1,9,408236,467960,464028,1,0,0,1,0,24008
726,4140,4246,80,0,0,1,0,1,162,1136,17,0,0,0,0,1,16,390714,467897,459153,1,1,0,0,0,23991
727,16082,2480,82,0,0,1,1,1,93,2646,47,0,9,0,0,1,22,403919,467978,467910,1,0,0,0,1,23965
728,853920,7391,159,1,0,1,0,0,220,2659,123,3081,8,0,0,1,5,418044,467978,467891,1,0,1,0,0,23924
729,465508,8683,967,1,0,1,1,0,392,5634,104,0,11,1,0,0,20,364097,467978,467840,1,0,1,0,0,23893
730,69504,2407,1435,0,1,1,1,0,436,4255,21,1152,7,0,0,0,9,438711,467979,467979,1,0,1,0,0,23878
731,955,5468,266,1,0,1,0,1,16,188,16,0,4,0,0,0,8,403658,467980,466345,1,1,0,0,0,23865
732,252258,1845,198,1,0,1,1,0,395,8322,101,5,5,0,0,0,5,412459,467971,467959,1,1,0,0,0,23859
733,157839,1102,209,0,1,1,1,0,299,5246,120,795,15,0,1,0,8,400617,467978,467972,1,1,0,0,0,23852
734,8680,2806,1,1,0,1,0,1,70,960,9,0,3,1,0,0,1,413880,467979,467971,0,0,0,0,0,23802
735,266781,3082,1565,1,0,1,1,0,389,25566,563,1,4,0,0,1,4,360407,467977,467977,0,0,0,1,0,23769
736,134283,717,1144,0,0,1,1,0,199,8299,43,495,8,0,1,0,6,403874,467979,467959,1,1,0,0,0,23769
737,37125,79023,185,1,0,1,0,1,3,67,12,0,0,0,0,1,10,421790,467978,467384,0,0,0,0,0,23768
738,14382,8469,789,1,0,1,1,0,267,1676,10,0,14,0,0,1,11,429435,467979,467980,1,0,1,0,0,23766
739,7336,1054,6,0,0,0,1,0,226,1912,11,0,0,0,0,1,11,437480,467974,467936,1,1,0,0,0,23756
740,970536,5518,71,1,0,1,0,0,324,72938,333,0,4,0,0,1,3,342226,467974,467980,1,0,0,1,0,23754
741,68262,2660,1233,1,0,1,0,0,314,10698,122,0,11,0,0,1,7,400362,467976,467823,1,0,0,0,1,23750
742,1310225,3425,34,0,1,1,0,0,324,1576,49,779,7,0,0,0,21,429272,467977,467891,1,0,0,1,0,23722
743,65827,2822,826,0,0,0,1,1,173,2294,53,0,5,1,0,0,7,395526,467975,467955,1,1,0,0,0,23719
744,14787,4102,471,0,0,1,1,0,125,2082,31,0,0,0,1,0,8,392206,467980,467833,1,1,0,0,0,23651
745,972490,5779,276,1,0,0,0,0,272,12437,934,0,0,0,0,1,5,367766,467978,467926,1,0,0,0,1,23642
746,163385,4537,77,0,1,1,1,0,364,2389,52,392,10,0,1,0,5,409256,467973,467720,1,1,0,0,0,23633
747,65316,5031,557,1,0,1,0,1,39,1423,5,1,5,0,0,1,4,405626,467979,467717,1,1,0,0,0,23564
748,778,6600,153,1,0,1,0,1,2,25,33,0,0,0,0,1,5,372122,467978,467712,0,0,0,0,0,23564
749,124959,8131,2149,1,0,1,0,0,440,32406,351,1887,2,0,0,0,8,356777,467978,467977,1,0,0,0,1,23557
750,6066,4472,108,0,0,0,0,0,61,267,1,0,3,0,0,1,4,439323,467979,467812,1,0,0,0,1,23554
751,843,2908,6,0,0,1,0,1,10,55,11,0,0,0,0,0,5,446455,467977,467864,0,0,0,1,0,23538
752,10221,2656,307,1,0,1,0,0,78,1199,28,0,0,1,0,0,11,369631,467961,465676,1,1,0,0,0,23538
753,291094,3188,479,0,0,1,1,0,444,13092,296,47,19,1,0,0,11,401122,467979,467927,1,1,0,0,0,23538
754,6656,3160,5371,1,0,1,0,0,6,1619,0,0,15,1,0,0,2,432069,467978,466551,1,1,0,0,0,23534
755,143520,680,96,0,0,1,1,0,209,4171,19,4523,5,0,0,0,9,439488,467977,467978,1,1,0,0,0,23533
756,48244,3465,452,1,0,1,1,1,49,651,185,728,18,0,0,1,7,445060,467979,467687,1,1,0,0,0,23524
757,935,2592,207,1,1,1,0,0,53,629,59,0,0,0,0,1,6,357593,467979,467724,1,1,0,0,0,23506
758,100279,6511,1889,1,0,1,1,0,440,10735,145,1,4,0,1,0,8,403309,467976,467966,1,1,0,0,0,23506
759,26490,5571,256,1,1,1,1,0,167,1687,307,2506,8,1,0,0,6,411002,467979,467961,1,1,0,0,0,23500
760,37251,1919,309,0,0,0,1,0,473,4043,75,0,0,0,1,0,11,445478,467980,467978,1,1,0,0,0,23482
761,15559,1213,486,1,0,1,0,0,39,643,3,50,3,1,0,0,5,389246,467980,467070,1,1,0,0,0,23479
762,13989,2859,65,0,0,0,0,0,107,2258,22,0,6,0,0,1,5,371337,467978,467648,1,1,0,0,0,23478
763,25763,1348,447,1,0,1,1,0,331,5281,98,277,0,1,0,0,4,397672,467977,467976,1,0,0,1,0,23472
764,1465,2429,332,1,1,1,0,1,18,259,3,11,0,1,0,0,4,399012,467979,464032,0,1,0,0,0,23467
765,4684,2021,2,1,0,1,0,1,26,357,5,0,13,0,0,0,9,401903,467979,467843,0,1,0,0,0,23409
766,9799,4698,391,1,1,1,0,0,106,2119,16,0,0,0,0,1,36,375926,467955,467966,0,0,0,0,0,23384
767,35047,4582,185,1,0,0,0,0,25,3932,10,0,0,0,0,1,5,398818,467977,446802,0,0,0,0,0,23374
768,29935,937,38,0,0,1,1,0,31,757,10,0,4,0,0,1,7,460272,467979,467975,1,1,0,0,0,23364
769,7282,5937,55,1,0,1,0,1,1,837,2,0,4,0,0,1,1,412062,467979,467962,1,0,0,1,0,23336
770,16237,4072,21,1,0,1,0,0,334,3664,69,0,8,0,0,1,4,396783,467979,467764,0,1,0,0,0,23334
771,49191,3543,10,1,1,1,0,0,95,1466,43,101,13,0,0,1,7,391206,467976,467642,1,1,0,0,0,23327
772,117712,3791,193,0,0,0,0,0,16,754,1,0,4,0,0,1,8,429699,467979,466506,1,0,0,1,0,23318
773,6931,3042,2,0,1,1,0,1,381,3918,65,0,13,0,0,1,13,390272,467970,467212,0,0,0,0,1,23299
774,41256,994,60,1,0,0,1,0,66,1135,8,1,4,1,0,0,7,408518,467973,467610,1,1,0,0,0,23298
775,10072,1505,107,0,0,1,1,0,129,1609,14,0,11,0,1,0,11,422566,467971,462209,1,1,0,0,0,23271
776,1631,564,40,0,0,1,1,1,94,549,15,0,6,0,1,0,6,415896,467978,467885,1,1,0,0,0,23260
777,1456031,5733,34,0,0,0,0,0,258,110523,844,0,3,0,0,1,14,365986,467964,467979,1,0,0,1,0,23257
778,659437,9955,43,1,0,1,1,0,163,4318,28,0,8,0,0,1,47,409913,467977,467948,1,1,0,0,0,23245
779,125603,2902,664,0,0,1,1,0,444,9273,54,117,7,0,0,0,12,431659,467980,467980,1,0,1,0,0,23233
780,77635,2159,1426,0,0,0,1,0,391,16193,41,0,1,0,0,0,12,427911,467978,467969,1,0,1,0,0,23217
781,1378,6168,32,1,1,1,0,0,38,411,6,14,0,0,0,1,6,382347,467980,467157,1,0,0,0,1,23198
782,5785,5562,201,1,1,0,0,0,382,3823,470,0,4,0,0,1,7,348078,467979,467578,1,1,0,0,0,23194
783,27948,4029,784,0,1,1,1,0,356,7316,171,8,17,0,0,0,17,384151,467979,467912,1,0,0,0,1,23168
784,42560,3833,138,0,0,1,1,0,383,7552,923,3654,9,0,1,0,10,399776,467979,467978,1,0,1,0,0,23167
785,33766,2279,13,1,1,1,0,1,128,2040,104,1,20,0,0,1,5,367141,467978,467839,1,0,0,0,1,23148
786,579976,2053,172,1,0,1,1,0,185,2758,38,2,2,0,0,1,2,424364,467979,467964,1,0,1,0,0,23136
787,58589,2190,714,1,0,1,1,0,215,10638,90,515,6,0,0,1,7,411100,467976,467980,1,0,1,0,0,23083
788,122597,11452,1949,1,0,1,0,0,38,203,37,0,5,0,0,0,12,419006,467980,467797,0,0,0,1,0,23075
789,28330,1849,31,0,0,0,0,0,161,2111,12,1313,14,0,0,1,6,411775,467978,467955,1,1,0,0,0,23074
790,138907,6440,18,0,1,1,0,1,153,681,11,28,20,0,0,1,31,361558,467979,467742,1,0,0,1,0,23069
791,1291899,2711,3475,1,0,1,1,0,413,45766,17719,0,3,0,0,1,4,369085,467978,467980,1,0,0,0,1,23054
792,6221,2532,10,0,0,0,1,0,72,871,41,48,3,1,0,0,15,379618,467974,467839,1,0,0,1,0,22999
793,75636,656,237,1,1,0,0,0,7,593,70,4,4,0,0,1,8,381832,467879,459970,1,0,0,0,0,22994
794,8492,1463,158,1,0,1,1,0,295,2988,261,0,2,1,0,0,4,381063,467968,467841,1,1,0,0,0,22992
795,1406,1888,467,1,0,1,1,1,142,571,19,0,0,0,0,1,4,387897,467980,467916,0,1,0,0,0,22980
796,4116,2036,238,1,0,1,0,0,127,1424,37,0,12,0,0,1,56,387664,467979,450028,1,0,0,1,0,22976
797,61436,4950,369,1,0,1,1,1,353,12580,996,0,5,0,0,1,17,376600,467979,467913,1,0,0,0,1,22973
798,520,3400,118,0,0,0,0,1,3,58,0,0,0,0,0,1,1,447033,467979,456819,0,0,0,0,0,22973
799,592,2864,264,1,1,1,0,1,125,515,6,0,0,0,0,1,14,386657,467975,467841,0,0,0,1,0,22958
800,209771,4261,1475,1,0,1,0,0,396,18243,264,876,8,0,0,1,4,408513,467976,467979,1,0,1,0,0,22051
801,1563763,2176,205,0,1,1,1,0,189,5445,27,1592,12,0,0,0,5,446789,467979,467979,1,1,0,0,0,22017
802,22206,3004,293,1,0,0,1,0,421,3601,248,183,12,1,0,0,12,360973,467957,467816,1,1,0,0,0,22016
803,28336,1556,1143,1,1,1,1,0,428,4585,40,587,4,0,0,0,5,441934,467979,467973,1,0,0,0,1,22009
804,927,2042,63,0,1,1,0,1,11,72,2,13,7,0,0,1,9,402808,467975,467453,1,0,1,0,0,22008
805,45028,2629,64,0,1,0,0,0,90,1300,30,97,8,0,0,1,5,378585,467978,467696,1,0,0,1,0,22002
806,1186,2017,2,1,1,1,1,1,112,980,1,586,3,0,0,1,3,418325,467980,467879,0,0,0,0,0,21986
807,119004,1871,1718,1,0,1,0,0,353,15999,177,0,0,0,0,1,12,392915,467969,467921,1,1,0,0,0,21979
808,13020,4768,16,1,0,1,1,0,167,2576,49,0,6,0,0,0,9,398962,467979,467955,1,0,0,0,1,21979
809,3057,4183,305,0,1,1,0,0,93,1287,51,13,2,0,0,1,14,361977,467882,462279,1,0,0,1,0,21977
810,17150,798,58,1,0,1,1,1,42,351,52,780,2,0,1,0,9,433516,467975,467342,1,1,0,0,0,21973
811,29797,683,62,1,1,1,1,0,64,234,17,157,18,0,0,1,30,418215,467979,466998,1,1,0,0,0,21955
812,3204599,4080,450,0,1,1,1,0,364,40909,35,12263,9,0,1,0,9,438857,467979,467980,1,0,1,0,0,21949
813,3262,1966,26,1,1,0,0,0,103,1455,43,175,7,0,1,0,5,393731,467978,467961,1,0,1,0,0,21943
814,30658,2027,58,1,0,1,0,0,137,6878,122,0,2,0,0,1,5,373815,467979,467139,1,0,0,0,1,21942
815,50567,3737,129,1,0,1,0,0,132,3466,35,0,10,0,0,1,29,406905,467978,466971,0,0,0,0,1,21936
816,1116,3400,129,0,0,1,0,0,131,745,7,0,12,0,0,1,10,389745,467979,466879,0,1,0,0,0,21935
817,7353,5899,2,0,0,0,0,1,19,1293,15,0,11,0,0,1,14,403379,467972,467973,0,0,0,1,0,21924
818,1173,6961,152,1,0,1,0,1,107,1065,27,0,0,0,0,0,1,427152,467980,463207,0,0,1,0,0,21923
819,16507,4146,4,1,0,0,1,0,6,55,80,0,20,0,1,0,14,388231,467974,467387,1,1,0,0,0,21915
820,78590,3266,50,0,0,0,1,0,77,2166,7,0,0,0,0,1,0,382130,467966,467163,1,0,0,1,0,21908
821,597501,4573,269,1,1,1,0,0,31,2120,6,1472,17,0,0,1,9,433453,467977,467969,1,0,1,0,0,21858
822,126421,2945,318,1,1,1,1,0,109,822,14,300,0,0,0,1,11,412906,467979,467979,1,1,0,0,0,21849
823,4331,2560,328,1,0,0,1,0,68,1431,43,0,5,0,0,1,14,401548,467979,467949,1,0,0,1,0,21844
824,168269,6207,72,0,0,0,1,0,394,7597,32,134,14,0,0,1,5,401902,467977,467976,1,0,1,0,0,21839
825,36,3498,225,0,0,1,0,0,5,11,0,0,0,0,0,0,5,465651,467980,467885,0,0,0,0,1,21829
826,3822,1283,133,0,0,0,0,1,17,197,8,0,0,0,1,0,11,426383,467972,466356,0,0,0,1,0,21787
827,108825,1014,270,0,0,0,1,0,128,10108,8,0,7,0,0,1,8,403168,467977,467980,1,0,0,0,1,21759
828,58059,6259,77,0,0,1,0,0,56,3139,15,0,5,0,0,1,5,387881,467972,464701,0,0,1,0,0,21753
829,284466,9176,2171,1,0,1,0,0,369,33126,1088,0,6,0,0,1,4,377297,467979,467977,1,0,1,0,0,21736
830,30603,3518,164,1,0,1,0,0,419,4457,92,1,6,0,1,0,5,385597,467980,467796,1,1,0,0,0,21712
831,32214,2171,344,0,0,0,1,1,93,889,58,0,8,1,0,0,7,377603,467979,467847,1,1,0,0,0,21691
832,3876,636,313,0,0,0,0,1,142,1605,24,0,4,0,0,0,5,389095,467978,467843,1,1,0,0,0,21685
833,169878,4725,51,1,0,1,0,0,266,21020,93,7,9,0,0,0,6,415290,467977,467980,1,0,0,0,1,21683
834,249489,4977,209,1,0,0,0,0,88,8529,226,0,20,0,0,1,17,397297,467980,467788,1,1,0,0,0,21648
835,61361,3050,15,1,0,0,0,0,402,19214,1571,0,0,0,0,1,13,359595,467977,467963,1,0,1,0,0,21645
836,26748,1546,142,0,0,1,1,0,190,4446,29,0,9,0,0,0,7,418992,467976,467980,1,0,1,0,0,21638
837,8943,1106,682,0,0,0,0,0,21,460,21,0,8,0,0,1,7,429296,467975,466170,1,0,0,0,0,21630
838,381415,2722,210,1,0,1,1,0,321,10389,178,0,20,0,1,0,22,376460,467980,467979,1,0,0,1,0,21627
839,1345,3573,49,1,1,1,0,1,281,791,9,462,6,0,0,0,23,424908,467978,467649,1,1,0,0,0,21626
840,233233,3458,186,1,0,1,1,1,11,76,15,0,12,0,0,1,11,432740,467977,467966,1,0,0,0,1,21598
841,1638,995,260,1,0,1,1,1,158,1256,10,0,11,0,0,0,8,403095,467980,467298,1,0,1,0,0,21557
842,77891,1709,462,1,0,1,1,0,397,17289,1663,0,3,0,0,1,5,371277,467977,467971,1,0,0,1,0,21556
843,34539,4489,619,1,0,1,1,0,402,12202,272,0,14,0,0,0,5,344598,467976,467963,1,0,0,1,0,21544
844,14442,3476,93,1,0,1,0,0,421,6512,213,1,6,1,0,0,9,359418,467979,467964,1,0,0,0,1,21542
845,14870,4775,575,1,0,1,0,0,355,2145,71,5,6,1,0,0,6,423035,467971,467978,1,1,0,0,0,21537
846,10594,4605,16,1,1,1,0,0,25,442,12,300,3,0,0,1,1,429287,467977,466546,0,0,0,1,0,21536
847,1140,2195,27,1,0,0,0,1,10,950,10,0,8,1,0,0,7,386076,467979,466413,1,0,0,0,0,21531
848,1942,1993,156,0,1,1,0,1,32,366,23,4,7,1,0,0,8,396928,467976,464171,1,1,0,0,0,21530
849,747,4592,6,1,0,1,0,1,92,432,1,0,2,0,0,1,3,390902,467964,464143,0,0,0,0,1,21514
850,21335,2802,112,0,0,1,1,0,354,2158,430,899,19,0,1,0,16,410267,467978,467940,1,1,0,0,0,21509
851,1102272,6421,282,1,0,1,0,0,332,15229,755,0,16,0,0,1,5,373502,467979,467951,1,0,1,0,0,21509
852,1083,1377,105,1,0,1,0,1,272,1252,3,0,8,0,0,1,10,427716,467971,466768,0,0,0,0,1,21502
853,614,1216,365,1,0,1,1,1,32,617,10,0,8,1,0,0,5,366137,467971,467507,1,1,0,0,0,21474
854,5349,1205,193,1,1,1,0,1,68,809,41,0,0,1,0,0,7,398330,467978,464028,0,1,0,0,0,21473
855,10454,1898,59,1,0,1,0,1,69,1009,0,0,19,1,0,0,13,433949,467975,467783,1,1,0,0,0,21469
856,17961,3364,154,0,0,0,1,0,446,5179,94,0,8,0,0,1,3,384930,467979,467936,1,1,0,0,0,21460
857,38290,2052,1365,0,0,1,0,0,70,9108,94,0,14,0,0,1,10,391242,467980,467915,1,0,0,0,0,21452
858,31215,1717,33,1,1,0,1,0,73,558,7,11,17,0,0,1,7,411109,467976,462503,1,1,0,0,0,21417
859,2154,2629,115,0,0,0,0,0,69,707,6,0,4,0,0,1,4,407870,467980,467896,0,0,0,1,0,21400
860,528390,1440,460,0,1,0,1,0,301,4652,2320,41624,8,0,0,0,18,453732,467979,467980,1,0,0,0,1,21368
861,243508,9466,39,1,1,0,1,0,279,9537,42,724,7,0,1,0,10,414602,467979,467976,1,1,0,0,0,21350
862,7483,2693,10,1,0,1,0,0,227,3986,48,0,10,0,0,0,8,360533,467979,467858,0,1,0,0,0,21348
863,285078,4660,983,0,0,0,0,0,156,51358,24,0,17,0,0,1,22,434115,467979,467980,1,0,0,0,1,21347
864,31094,1138,1,1,0,1,0,1,15,140,11,0,6,0,0,1,16,409782,467978,466221,0,0,0,1,0,21332
865,14827,3903,22,0,0,0,0,1,3,252,2,0,7,0,0,1,16,428063,467977,467534,0,1,0,0,0,21314
866,17370,3625,67,0,0,1,0,0,146,1117,19,1,8,0,1,0,6,397756,467979,467896,1,1,0,0,0,21309
867,109814,1419,835,1,1,0,1,1,83,6425,23,3129,19,1,0,0,8,415411,467979,467966,0,0,0,0,1,21306
868,5429,2149,277,1,0,1,0,0,411,2205,43,0,10,1,0,0,2,357313,467980,467976,0,1,0,0,0,21292
869,5786,2412,91,1,0,0,1,1,162,2590,25,384,9,0,0,1,12,396752,467980,467925,0,1,0,0,0,21284
870,1283,5453,0,1,1,1,1,0,208,996,7,122,10,0,0,1,14,390145,467973,467883,0,1,0,0,0,21271
871,497420,12019,1024,0,0,0,0,0,282,33370,501,0,6,0,0,1,2,389473,467972,467979,0,0,1,0,0,21264
872,6143,4520,2,0,0,1,1,0,177,1277,6,0,9,0,0,1,9,364991,467937,467718,0,1,0,0,0,21258
873,1736,1287,111,1,0,1,0,1,50,671,10,0,4,0,0,1,9,382326,467973,467408,1,1,0,0,0,21247
874,4872,610,71,1,0,1,1,1,98,1076,1,0,0,0,0,1,12,433648,467978,467659,1,0,0,1,0,21238
875,14862,1972,301,0,1,0,0,0,217,2572,182,1,0,1,0,0,10,354787,467979,467743,1,0,0,0,0,21236
876,78579,3980,442,1,0,1,0,0,10,3615,404,0,5,0,0,1,7,396175,467978,467926,0,0,0,0,1,21235
877,88589,2499,369,1,1,1,0,0,111,3570,18,648,7,1,0,0,16,411197,467977,467704,1,0,1,0,0,21231
878,1300193,3836,1,1,0,0,0,0,198,82362,46,0,5,0,0,1,8,392097,467980,465489,1,0,0,1,0,21220
879,118704,1657,379,0,0,0,0,0,222,4160,14,0,9,0,0,1,14,433579,467978,467975,1,0,1,0,0,21168
880,23157,5058,356,1,0,0,1,0,127,7998,163,0,19,0,0,1,49,385952,467980,467938,1,0,1,0,0,21157
881,21915,1444,158,1,0,0,0,0,282,3465,270,16,7,0,1,0,12,404315,467978,467966,0,1,0,0,0,21144
882,1225,2230,7,0,0,0,1,0,63,580,11,0,0,0,0,1,5,384127,467977,467509,1,1,0,0,0,21134
883,10033,5485,216,1,1,1,0,0,353,4591,150,2,2,0,0,0,14,347903,467978,467851,1,0,1,0,0,21118
884,2557,2475,441,0,0,0,0,1,88,793,7,0,13,0,0,1,13,422069,467979,467661,0,1,0,0,0,21070
885,141880,2804,2470,1,0,1,0,0,210,10442,25,5,6,0,0,1,4,393159,467979,467980,1,0,1,0,0,21057
886,3496,2918,385,1,1,1,0,1,49,705,12,0,0,0,0,1,14,381936,467972,467225,0,0,0,1,0,21042
887,692593,1266,886,0,1,1,1,0,106,4032,10,2355,6,0,1,0,8,428328,467979,467918,1,0,0,1,0,21035
888,8024,1301,37,0,1,0,0,0,178,2610,156,0,3,1,0,0,12,378671,467964,467246,1,1,0,0,0,20999
889,7755,7594,722,1,0,1,1,0,181,805,3,0,9,0,0,1,13,423001,467980,467810,1,0,1,0,0,20981
890,2471,898,22,0,0,0,1,1,55,455,2,0,8,1,0,0,7,391251,467977,457697,0,1,0,0,0,20980
891,37476,2334,133,0,0,1,1,0,190,2096,30,39,8,0,0,1,11,408710,467977,467960,1,0,0,0,1,20979
892,510,2812,308,0,0,1,0,1,130,648,17,0,10,0,0,1,19,368270,467978,467335,0,0,0,0,0,20956
893,23414,1325,430,0,0,1,1,0,206,1867,26,0,9,0,0,1,9,415118,467979,467821,1,0,0,0,1,20941
894,832,5844,26,1,1,1,0,1,134,533,3,0,9,0,0,1,11,394501,467979,467936,0,0,0,0,0,20925
895,13238,10618,68,1,0,0,0,0,8,601,32,0,1,0,0,1,3,417202,467978,451140,0,0,0,1,0,20921
896,253899,7891,15,1,0,1,0,1,119,6555,55,0,8,0,0,0,1,395902,467979,467812,1,1,0,0,0,20907
897,39501,2770,5,0,0,0,1,1,73,280,0,0,7,0,0,1,10,408777,467980,467617,1,1,0,0,0,20871
898,27547,7176,68,1,0,1,0,1,96,3690,20,0,0,0,0,1,1,385276,467973,465947,0,0,0,0,0,20846
899,484,2496,12,1,0,1,0,0,77,335,3,0,4,0,0,1,14,416534,467977,467182,0,1,0,0,0,20840
900,3876,636,313,0,0,0,0,1,142,1605,24,0,4,0,0,0,5,389095,467978,467843,1,1,0,0,0,21685
901,169878,4725,51,1,0,1,0,0,266,21020,93,7,9,0,0,0,6,415290,467977,467980,1,0,0,0,1,21683
902,249489,4977,209,1,0,0,0,0,88,8529,226,0,20,0,0,1,17,397297,467980,467788,1,1,0,0,0,21648
903,61361,3050,15,1,0,0,0,0,402,19214,1571,0,0,0,0,1,13,359595,467977,467963,1,0,1,0,0,21645
904,26748,1546,142,0,0,1,1,0,190,4446,29,0,9,0,0,0,7,418992,467976,467980,1,0,1,0,0,21638
905,8943,1106,682,0,0,0,0,0,21,460,21,0,8,0,0,1,7,429296,467975,466170,1,0,0,0,0,21630
906,381415,2722,210,1,0,1,1,0,321,10389,178,0,20,0,1,0,22,376460,467980,467979,1,0,0,1,0,21627
907,1345,3573,49,1,1,1,0,1,281,791,9,462,6,0,0,0,23,424908,467978,467649,1,1,0,0,0,21626
