,size,forks_count,open_issues,has_wiki,has_pages,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,apache_license,other_license,remain_license,stars
223,1245,8276,353,1,0,1,0,1,1,1553,45,0,18,0,0,1,1,405195,467980,467959,0,0,0,0,0,43579
224,120577,5248,242,1,0,1,1,0,370,33788,1894,1464,12,1,0,0,5,368588,467979,467944,1,0,0,1,0,43486
225,75232,9246,191,0,0,1,1,0,374,19741,214,0,10,0,0,1,13,381424,467979,467979,1,0,1,0,0,43470
226,758948,2836,2684,0,1,0,1,0,420,19650,18735,22,12,1,0,0,12,395947,467979,467974,1,1,0,0,0,43412
227,49973,1562,139,1,0,1,1,0,210,3760,19,0,16,0,0,0,14,437049,467980,467906,1,1,0,0,0,43332
228,4611,9644,20,1,1,1,1,1,146,712,10,36,19,0,0,0,23,436140,467978,467946,0,0,0,1,0,43316
229,234623,9398,123,0,0,0,0,0,374,34279,365,1629,13,1,0,0,11,379901,467978,467980,1,1,0,0,0,43232
230,5900,2177,730,1,1,1,0,1,297,1454,26,10,6,1,0,0,14,423147,467977,467858,1,1,0,0,0,43119
231,120068,4612,614,1,1,1,0,0,421,4729,40,1847,13,0,0,1,5,400597,467978,467979,1,1,0,0,0,43112
232,30468,8083,19,1,0,0,1,1,39,1005,26,0,11,0,0,1,13,434566,467979,467955,1,0,0,0,1,43081
233,13400,6779,5,0,0,0,0,1,396,6330,145,0,13,0,0,1,12,390274,467979,467890,1,1,0,0,0,42892
234,21541,6867,58,1,0,1,0,0,24,667,6,80,4,1,0,0,8,406458,467972,467501,1,1,0,0,0,42818
235,10242,15140,218,1,0,1,0,1,60,250,7,0,6,0,0,1,11,402008,467979,462855,0,0,0,1,0,42759
236,13313,11503,188,1,0,1,0,0,56,807,52,0,3,0,0,1,16,404072,467976,467969,0,0,1,0,0,42680
237,135125,9381,335,1,1,1,0,0,363,17288,129,3323,0,1,0,0,4,362161,467979,467964,1,0,1,0,0,42552
238,131633,18092,88,0,0,1,1,0,116,2626,70,0,5,1,0,0,10,385533,467979,467955,1,1,0,0,0,42534
239,55238,8690,35,0,0,0,0,0,85,5389,29,0,8,0,0,1,9,400374,467979,467686,1,1,0,0,0,42464
240,7568,2497,46,0,0,1,1,0,202,5683,243,0,12,0,0,1,6,389505,467972,467937,1,0,0,1,0,42403
241,266380,5196,4576,0,0,0,1,0,401,54513,18345,4348,9,0,0,1,4,362041,467978,467977,1,1,0,0,0,42396
242,38387,2263,765,0,0,1,1,0,373,2940,50,0,11,1,0,0,9,417251,467979,467979,1,1,0,0,0,42367
243,203947,16614,311,1,1,0,0,0,432,14213,240,323,5,0,0,1,7,385567,467977,467979,1,0,0,0,1,42326
244,205650,4728,845,0,0,0,1,0,415,5899,209,0,11,0,0,1,7,386708,467978,467840,1,1,0,0,0,42273
245,9495,4457,248,1,0,1,0,0,43,786,16,0,0,0,0,1,20,466645,467980,467976,0,1,0,0,0,42254
246,1981,5503,54,1,1,1,0,1,99,879,48,19,4,0,0,1,5,424616,467980,467973,0,0,0,0,1,42250
247,97695,5626,825,0,0,1,1,0,420,15784,776,137,7,0,1,0,10,392192,467976,467980,1,1,0,0,0,42237
248,1790,10450,84,0,0,1,0,1,16,182,44,0,0,0,0,1,14,381368,467979,465779,1,1,0,0,0,42139
249,28254,4169,69,1,0,1,1,1,189,6109,42,0,19,0,0,0,13,444802,467979,467978,1,0,0,0,1,42128
250,291260,6354,540,1,1,1,0,0,433,6813,172,1007,9,0,1,0,3,385170,467964,467978,1,1,0,0,0,41997
251,38293,10750,126,1,0,1,0,1,351,5178,23,0,0,0,0,1,11,373302,467978,467211,0,0,0,0,1,41996
252,369676,7612,136,1,0,0,0,1,16,296,1,0,6,0,0,0,12,433011,467978,467573,0,0,0,1,0,41885
253,204919,6199,3773,0,0,1,1,0,409,13580,234,0,7,0,0,1,6,404481,467977,467980,1,0,0,0,1,41666
254,5900,7264,185,1,1,0,1,0,150,2056,95,9,2,0,0,1,9,356608,467978,467872,1,0,1,0,0,41544
255,52107,1092,763,0,0,0,1,0,227,6413,72,0,12,0,0,1,13,449539,467980,467976,1,0,0,0,0,41408
256,30920,1081,205,0,0,0,1,1,294,2632,13,0,8,0,0,0,5,423413,467979,467974,0,0,1,0,0,41273
257,16778,4920,135,1,0,1,1,0,191,2097,96,0,14,0,0,0,11,429345,467979,467928,1,1,0,0,0,41254
258,119363,2889,1963,0,0,1,0,0,442,2353,65,0,4,1,0,0,13,403668,467977,467143,1,0,0,1,0,41172
259,844,8282,2,0,0,0,0,1,180,602,14,0,9,0,0,1,2,409598,467979,467587,0,0,0,0,1,41118
260,764,5283,29,0,0,1,0,1,78,506,10,0,5,0,0,1,9,388139,467979,463686,1,1,0,0,0,41019
261,1608,3194,16,1,0,1,0,1,115,441,1,0,0,0,0,1,4,390567,467975,467059,0,0,0,0,1,41003
262,1844,2121,116,0,0,0,1,1,36,164,18,0,12,0,0,1,15,424968,467978,467869,1,0,0,0,1,40996
263,2989,3722,2,0,0,0,1,0,166,1007,17,0,6,1,0,0,9,424414,467977,467913,1,1,0,0,0,40944
264,22764,3439,894,0,0,0,1,0,259,3544,134,0,9,0,1,0,6,407592,467978,467857,1,1,0,0,0,40923
265,10955,10050,61,1,1,1,0,1,6,109,8,105,18,0,0,1,5,425211,467980,466315,0,1,0,0,0,40865
266,32926,4573,1440,1,0,1,1,1,485,2168,23,0,0,0,0,0,8,462765,467980,467979,0,1,0,0,0,40832
267,159,4842,11,1,0,1,0,1,44,141,5,0,6,0,0,1,6,413127,467979,467851,0,0,0,0,0,40829
268,58568,2151,537,1,0,1,1,0,111,5077,215,0,19,0,0,1,14,396879,467979,467938,1,0,0,1,0,40730
269,2272,4294,139,1,0,1,1,0,12,611,19,0,4,0,0,1,5,415479,467979,467559,1,0,1,0,0,40447
270,34429,12503,110,1,0,1,0,1,12,511,6,0,7,0,0,1,19,411788,467978,467906,1,0,0,0,1,40054
271,91436,4753,148,1,0,1,1,0,376,6482,427,2,13,0,1,0,16,377441,467979,467897,1,1,0,0,0,39988
272,72432,3051,1042,1,0,1,0,0,136,1599,46,0,17,1,0,0,12,419578,467979,467629,1,1,0,0,0,39879
273,202492,8184,92,1,1,0,1,0,53,603,11,165,6,1,0,0,11,409102,467980,467699,1,1,0,0,0,39692
274,339,4417,109,1,0,1,0,0,46,210,0,0,5,0,0,1,4,418043,467980,467166,0,0,0,1,0,39628
275,305009,4881,1351,1,0,1,1,0,236,9556,152,0,3,0,0,1,8,430941,467980,467979,1,0,1,0,0,39622
276,4900,6594,5,0,1,0,0,1,2,2739,6,1224,15,0,0,1,6,405966,467980,467968,1,0,0,0,1,39611
277,129379,3953,875,1,0,1,0,0,107,4972,110,0,6,1,0,0,19,368232,467978,467925,1,1,0,0,0,39608
278,848593,8819,531,1,1,1,0,1,19,1313,78,457,15,0,0,0,8,424471,467980,467377,0,0,0,0,1,39469
279,2345396,7290,383,1,0,1,1,0,433,9380,421,0,0,0,0,0,28,411092,467978,467979,1,1,0,0,0,39408
280,31860,7464,37,0,1,1,1,0,226,1590,56,348,15,0,0,1,5,390768,467973,467942,0,1,0,0,0,39354
281,13025,2541,773,0,0,0,0,1,255,4998,160,0,10,1,0,0,9,380301,467978,467192,1,0,0,1,0,39084
282,113845,4688,49,0,1,0,1,0,405,10684,175,2246,12,0,0,1,6,394789,467980,467980,1,0,0,0,1,39045
283,34461,2448,167,0,0,0,1,0,302,3477,59,0,4,0,1,0,21,408697,467979,467962,1,1,0,0,0,38926
284,48177,25916,843,1,0,1,0,0,403,6768,130,3,7,0,0,1,11,372242,467980,467978,1,0,1,0,0,38909
285,164290,4844,798,1,1,1,0,1,244,3878,167,116,7,1,0,0,8,391814,467966,467646,1,1,0,0,0,38833
286,93347,9502,158,1,0,1,0,1,380,6513,74,0,10,0,0,1,3,437862,467979,467947,0,0,0,0,0,38810
287,14813,13864,329,1,0,1,1,0,305,2656,111,0,13,0,0,0,10,441598,467980,467980,1,0,0,0,1,38655
288,2346,6716,109,0,0,0,0,0,317,1822,38,0,3,0,0,0,13,400628,467979,467979,1,1,0,0,0,38652
289,91911,6586,3445,0,0,1,1,0,380,10093,142,0,8,0,0,1,4,403530,467977,467974,1,1,0,0,0,38591
290,183728,3488,885,1,0,1,0,0,398,7053,156,0,20,0,0,1,21,387490,467980,467972,1,1,0,0,0,38536
291,6543,971,125,1,0,1,1,0,151,914,11,0,4,0,0,1,6,429566,467980,467974,0,1,0,0,0,38517
292,45158,16916,193,1,1,1,0,1,15,235,6,13,6,0,0,1,9,408560,467977,467832,1,1,0,0,0,38446
293,326560,16290,3508,0,0,1,0,0,411,32452,673,0,6,0,0,0,24,356276,467978,467979,1,0,0,0,1,38420
294,8608,3447,681,1,0,1,0,0,206,3605,103,0,12,0,0,1,14,378576,467978,467753,0,1,0,0,0,38383
295,1048,5093,116,0,0,1,0,1,95,390,3,0,4,0,0,1,9,381079,467979,466692,0,0,0,0,0,38345
296,1334304,3461,1068,1,0,1,0,0,201,10189,22,0,13,1,0,0,5,425379,467979,467980,1,0,1,0,0,38128
297,484823,10010,823,1,1,1,0,0,325,53111,317,102,0,0,0,1,10,393901,467980,467979,1,0,1,0,0,37970
298,69583,4180,607,1,0,1,1,1,66,1169,1,0,13,1,0,0,4,429198,467980,467977,1,1,0,0,0,37956
299,4422,1702,213,0,0,0,1,1,314,1736,75,0,10,0,0,0,12,404900,467979,467910,0,0,0,0,1,37943
300,585299,7990,88,0,0,0,0,0,386,49398,9479,0,7,0,0,1,8,377202,467980,467979,1,0,0,0,1,37911
301,26036,5103,215,1,1,1,0,0,305,2100,106,76,0,0,0,0,18,399998,467978,467636,1,0,0,1,0,37866
302,22939,6890,978,0,0,1,1,0,383,4955,279,137,0,0,1,0,14,424664,467980,467971,1,1,0,0,0,37707
303,31579,2283,6,1,0,0,1,1,58,1428,25,0,13,1,0,0,13,412660,467980,454073,0,0,0,0,1,37673
304,57106,5629,480,0,1,1,1,0,379,7660,291,1474,4,1,0,0,8,356987,467978,467961,1,0,0,0,1,37579
305,517,909,42,0,1,0,1,0,41,481,29,2,5,1,0,0,6,450048,467979,467917,1,0,1,0,0,37428
306,5390,5397,18,1,0,1,1,1,153,634,26,235,15,1,0,0,9,421070,467979,467949,1,1,0,0,0,37421
307,3777,6785,10,1,0,1,0,1,101,830,7,0,3,0,0,0,7,371943,467980,465233,0,0,0,0,0,37370
308,299591,8631,1832,0,0,0,0,0,357,31142,403,3162,5,0,0,1,39,387424,467979,467980,1,0,0,0,1,37337
309,4678,6817,74,1,1,1,0,0,78,413,24,9,0,1,0,0,23,368080,467978,467077,1,1,0,0,0,37207
310,1321,2740,2,1,0,1,0,1,51,616,15,0,9,1,0,0,9,423087,467980,466301,0,0,0,0,0,37194
311,83673,6784,1116,0,0,0,1,0,439,14213,256,7473,19,0,1,0,4,409339,467978,467977,1,1,0,0,0,37180
312,81326,5525,437,0,0,1,1,0,382,16417,234,0,11,0,0,1,14,393755,467977,467878,1,1,0,0,0,37075
313,39727,11674,29,1,0,1,1,1,20,150,20,0,5,0,0,1,2,464108,467980,467936,1,1,0,0,0,37007
314,8446,4083,25,0,0,0,1,0,54,115,33,0,0,0,0,0,7,462038,467980,467961,0,1,0,0,0,36995
315,4503,1486,161,0,0,1,0,1,33,412,8,0,6,0,0,1,10,423946,467978,467925,0,1,0,0,0,36824
316,84055,2927,558,1,1,1,0,1,161,2947,21,494,0,0,1,0,4,427948,467978,467864,1,0,0,0,1,36792
317,7549,4497,84,1,0,0,1,0,166,3589,55,0,4,1,0,0,10,374553,467978,467939,1,1,0,0,0,36781
318,158781,9424,109,1,0,1,1,1,70,510,22,0,20,0,0,0,9,466691,467980,467978,1,0,0,0,1,36688
319,280974,4632,2138,1,0,0,0,0,404,15526,121,0,12,0,0,1,23,410540,467979,467980,1,1,0,0,0,36675
320,260,3439,709,1,0,1,0,1,69,294,12,0,0,0,0,1,21,384383,467973,467975,0,0,0,0,0,36654
321,54272,1322,128,0,0,1,1,0,146,7980,15,221,19,0,0,0,13,423462,467980,467979,1,1,0,0,0,36578
322,1983,7113,7,1,0,1,0,1,318,1630,9,0,2,0,0,1,14,390244,467979,467226,0,0,0,1,0,36488
323,21720,8940,2125,1,0,1,0,1,64,2070,255,0,5,0,0,1,26,388448,467977,467908,0,0,0,1,0,36480
324,30959,1370,152,1,0,1,0,0,286,8845,41,0,14,0,0,1,13,409773,467971,466114,1,0,0,1,0,36462
325,3345,3078,25,0,0,0,0,1,430,1978,4,0,7,1,0,0,9,413759,467978,467978,0,1,0,0,0,36401
326,72074,1914,34,0,0,0,0,1,239,4145,48,0,1,0,0,1,3,430837,467979,467966,0,1,0,0,0,36294
327,354272,10907,3,0,0,0,0,0,305,110768,374,0,15,0,0,1,3,361880,467979,467980,1,0,0,1,0,36242
328,924194,2285,447,1,0,1,1,0,137,14713,2569,378,19,0,1,0,7,419245,467979,467980,1,0,0,0,1,36059
329,72048,8836,49,0,1,0,0,0,382,36023,390,8848,5,0,0,1,9,404783,467979,467979,1,0,0,0,1,36041
330,373493,3981,336,0,0,1,0,1,443,9264,298,4426,15,0,1,0,20,412384,467980,467964,1,0,0,1,0,35972
331,31521,3929,385,0,1,0,1,1,25,588,11,46,15,0,0,0,8,463996,467980,467964,1,0,0,0,1,35929
332,124951,8540,245,1,0,1,1,1,41,563,23,0,20,1,0,0,38,438080,467976,467957,0,0,0,0,0,35888
333,118617,5338,104,0,0,1,1,0,81,449,6,0,6,0,0,1,8,457484,467979,467923,1,1,0,0,0,35883
334,139009,2704,14,1,1,1,0,1,99,10962,1032,4474,7,1,0,0,13,396636,467979,467971,0,0,0,0,1,35875
335,998,3074,2,1,0,1,0,1,234,902,19,0,5,0,0,1,7,407433,467976,467519,0,0,0,0,1,35847
336,477614,26959,262,0,0,1,0,0,330,36815,1213,0,8,0,0,1,11,387026,467974,467980,1,0,1,0,0,35794
337,15438,3031,1337,0,1,0,0,0,126,5369,52,115,4,1,0,0,11,373241,467978,467974,1,0,0,0,1,35713
338,126669,7375,443,1,1,1,1,0,378,3943,118,35,10,1,0,0,7,353845,467979,467963,1,0,0,1,0,35603
339,746525,8573,3078,1,1,1,0,0,374,23598,214,13064,11,0,1,0,8,397778,467978,467979,1,0,0,1,0,35597
340,171448,11121,3,0,1,1,1,0,9,233,38,197,20,0,0,0,1,413331,467979,467520,1,0,0,1,0,35481
341,511293,7543,664,0,0,0,0,0,232,132207,4470,0,0,0,0,1,3,363380,467978,467959,1,0,0,1,0,35470
342,5871,2191,82,1,1,1,1,1,275,1282,8,8,18,0,0,1,10,419349,467979,467228,0,0,0,0,1,35432
343,659,12201,158,1,0,1,0,1,46,285,4,0,0,0,0,1,11,407744,467976,467979,0,0,1,0,0,35337
344,4558,1704,116,1,0,1,0,1,48,901,21,0,10,0,0,0,6,415048,467977,466786,1,1,0,0,0,35332
345,16916,1011,313,0,0,0,0,1,97,3632,68,0,11,0,0,1,7,407194,467979,467946,1,1,0,0,0,35329
346,3638,7224,91,1,0,1,0,1,25,114,2,0,1,0,0,0,15,410118,467979,463759,0,0,0,0,0,35256
347,78531,9717,191,0,0,1,1,1,252,3404,71,0,8,1,0,0,9,369925,467977,467814,1,1,0,0,0,35191
348,2410,22017,53,1,1,0,1,0,128,702,34,27,4,0,0,1,6,383080,467971,467728,1,0,1,0,0,35182
349,57379,9314,28,0,1,0,0,1,258,6309,429,2664,0,0,0,1,5,409255,467980,467979,0,0,0,0,1,35102
350,37794,1414,482,1,0,1,1,1,191,4200,33,307,3,0,0,1,6,424075,467980,467976,0,1,0,0,0,35098
351,180746,6026,95,0,1,1,1,1,245,4534,120,134,19,0,0,1,4,381363,467979,467961,1,1,0,0,0,34944
352,27830,1747,13,0,0,1,1,0,248,3462,76,0,9,0,1,0,13,431058,467980,467945,1,1,0,0,0,34916
353,45772,2127,520,0,0,1,1,0,163,4037,11,0,18,0,0,0,21,451063,467979,467975,1,0,0,0,1,34895
354,29086,4462,253,0,0,0,1,0,326,9388,1463,1789,19,0,0,1,5,393402,467977,467980,1,0,1,0,0,34872
355,22735,5073,10,1,0,0,0,1,330,6844,204,21,19,0,0,1,7,395082,467980,467964,0,0,0,0,1,34852
356,1104,9288,30,1,0,1,0,0,26,376,6,0,10,0,0,0,1,433369,467979,467857,0,0,0,0,0,34846
357,6401,2201,11,0,0,0,0,0,426,3972,0,0,2,0,0,0,8,390437,467980,467955,0,0,0,0,1,34685
358,52023,13542,43,1,1,1,0,0,13,911,18,682,20,0,0,1,4,428669,467979,467908,1,0,1,0,0,34670
359,2674,13294,317,0,1,0,0,0,75,499,17,186,3,0,0,1,6,397813,467979,467357,1,0,1,0,0,34667
360,35286,2246,43,0,0,1,1,0,474,2031,816,3192,12,0,1,0,23,435589,467980,467979,1,1,0,0,0,34622
361,19378,4292,312,1,0,0,0,1,89,1987,39,0,4,0,0,1,4,378779,467979,467935,0,0,1,0,0,34597
362,34409,2318,312,0,0,0,1,0,302,2569,66,0,5,0,1,0,19,402556,467977,467890,1,1,0,0,0,34584
363,16442,7441,183,1,0,1,0,1,131,2146,27,0,12,1,0,0,12,383238,467978,467360,1,0,0,0,1,34572
364,144238,7507,0,1,0,1,0,0,2,2,2087,0,0,0,0,1,3,345394,467980,466658,0,0,0,0,0,34555
365,38743,2812,181,0,0,1,0,1,1,80,2,0,0,0,0,1,4,370061,467971,465019,0,0,0,1,0,34498
366,371532,6976,101,0,0,0,1,1,380,18802,263,0,11,1,0,0,25,379374,467975,467756,1,1,0,0,0,34441
367,1318732,6743,331,1,1,1,1,0,31,1869,17,1182,3,1,0,0,11,409207,467979,467889,1,0,1,0,0,34428
368,15683,1896,246,1,1,1,1,0,292,5330,40,3,7,1,0,0,14,400533,467979,467965,1,1,0,0,0,34423
369,317,9235,869,1,0,1,0,0,26,111,6,0,5,0,0,0,7,427913,467979,467889,1,0,1,0,0,34308
370,31956,1465,548,0,0,0,1,0,453,2750,17,0,12,0,0,0,11,431709,467977,467966,1,0,0,0,1,34279
371,7457,7903,279,1,1,1,1,0,296,2474,443,411,9,0,1,0,7,417677,467979,467302,1,1,0,0,0,34245
373,375857,53601,73,1,0,1,0,1,328,27334,37,0,0,0,0,1,7,379788,467980,467980,1,1,0,0,0,34185
374,121326,3280,325,1,1,0,1,0,265,3197,13,484,5,1,0,0,5,407027,467979,467978,1,1,0,0,0,34153
375,137826,3605,78,0,1,1,1,0,92,2361,122,1107,20,0,0,1,12,421515,467979,467960,1,1,0,0,0,34140
376,13555,8108,16,0,0,0,0,1,178,2566,36,215,6,1,0,0,6,384539,467973,465977,1,1,0,0,0,34111
377,459005,5476,3987,1,0,1,0,0,401,20657,431,11,13,0,0,1,21,400414,467979,467980,1,0,1,0,0,34082
378,3423,3295,58,1,0,0,1,0,208,1184,225,0,1,1,0,0,8,381757,467979,467867,1,1,0,0,0,34015
379,7680,3687,150,0,0,1,0,0,198,1042,8,0,0,0,0,1,8,407892,467980,464116,0,0,0,0,1,33943
380,136347,5356,24,0,0,0,0,0,121,1509,41,0,5,0,0,1,13,409937,467978,467942,1,0,1,0,0,33910
381,25363,4144,219,1,0,1,0,1,41,1000,22,1,5,0,0,0,4,466467,467980,467979,1,0,0,0,1,33887
382,2413,3562,24417,0,0,1,1,0,190,841,6,0,4,0,1,0,8,443193,467980,467958,1,1,0,0,0,33850
383,396,7608,1,1,0,1,0,1,3,218,0,0,9,0,0,1,2,437086,467978,461514,0,0,0,0,0,33798
384,18260,60102,93,1,0,1,0,0,445,14077,96,42,11,0,0,1,9,409545,467980,467979,1,1,0,0,0,33784
385,8908,9089,64,1,1,1,0,0,15,730,13,382,0,0,0,1,5,411414,467979,437590,1,0,0,0,0,33770
386,68983,2046,912,1,0,1,1,0,410,15357,929,0,6,0,0,1,24,430437,467979,467977,0,1,0,0,0,33711
387,53584,11632,34,1,0,1,1,0,41,3682,522,0,2,0,0,1,5,376568,467977,467396,0,0,0,1,0,33690
388,6296,2106,234,0,0,0,0,0,131,1278,9,0,6,0,1,0,7,398904,467975,466643,0,1,0,0,0,33610
389,95399,6064,442,1,1,1,0,0,125,2858,130,179,5,0,0,1,12,381473,467978,467966,1,0,0,1,0,33608
390,6902,3700,0,1,0,1,1,0,2,81,6,0,10,0,0,1,24,438569,467979,467865,1,0,0,0,0,33599
391,17470,2891,931,1,1,1,0,1,317,4227,117,1178,13,1,0,0,5,451459,467979,467976,1,1,0,0,0,33568
392,232,3077,59,0,0,0,0,1,20,263,1,0,12,0,0,1,10,424676,467974,465274,0,1,0,0,0,33568
393,8883,5552,83,1,1,1,0,1,120,733,5,30,20,1,0,0,21,419493,467978,467337,1,1,0,0,0,33545
394,92974,7961,2787,1,0,1,0,0,316,17847,400,0,0,1,0,0,14,367575,467972,459722,1,1,0,0,0,33452
395,891,19084,447,1,0,1,0,0,1,1,395,0,0,0,0,0,0,370807,467980,463752,0,0,0,0,0,33378
396,76170,18996,1180,1,1,1,0,0,257,4156,167,7,3,0,0,1,8,383053,467976,466506,1,0,0,1,0,33357
397,6129,10357,103,1,0,0,0,0,284,2944,347,0,0,0,0,1,10,363015,467966,464990,1,1,0,0,0,33342
398,266339,2409,1572,1,0,0,1,0,107,3256,92,61,6,0,0,1,6,411697,467978,467966,1,0,0,0,1,33287
399,29435,5450,12,1,0,1,0,1,1,45,6,0,9,0,0,1,12,428158,467978,467472,1,1,0,0,0,33235
400,3027,4092,7,1,1,1,1,1,53,396,18,30,2,1,0,0,11,400721,467978,467959,1,1,0,0,0,33163
401,44410,2837,441,0,1,1,0,0,274,3313,15,1667,9,0,0,0,20,464135,467978,467972,1,0,1,0,0,33061
402,10993,3592,249,0,0,1,0,0,16,46,2,0,0,0,0,1,29,466547,467980,467979,0,0,1,0,0,33004
403,249164,7115,619,1,0,0,1,0,373,20433,191,0,16,0,0,1,6,410970,467978,467978,1,0,1,0,0,33003
404,1434252,4478,991,1,1,1,1,0,348,9886,317,3370,15,0,1,0,8,423100,467980,467977,1,0,0,1,0,32944
405,106471,8024,129,0,1,0,0,0,178,769,24,98,20,1,0,0,9,376261,467979,467405,1,0,1,0,0,32885
406,5250,3982,76,1,1,1,0,1,417,2193,0,9,4,1,0,0,9,396494,467979,467647,1,0,0,0,0,32879
407,38783,3145,208,1,0,1,0,0,15,113,16,0,0,0,0,0,0,466035,467980,467978,0,1,0,0,0,32860
408,125292,2909,146,1,0,1,1,0,411,8906,1487,8686,11,0,1,0,11,435008,467979,467976,1,1,0,0,0,32788
409,1088,4376,27,0,0,1,1,0,222,1198,83,0,0,1,0,0,8,381359,467970,466687,1,1,0,0,0,32758
410,12602,8524,39,0,0,0,0,1,220,1425,31,0,4,0,0,1,5,378923,467980,467445,0,0,0,0,0,32755
411,1653,7295,279,0,0,0,0,0,54,434,22,0,0,0,0,1,21,391431,467979,467883,0,0,0,0,1,32691
412,1091,2559,73,1,0,1,0,1,66,499,0,0,9,0,0,0,5,417758,467979,467401,0,0,0,0,1,32682
413,20100,1858,56,0,0,0,1,0,175,1854,16,2025,9,1,0,0,10,415989,467978,467854,1,1,0,0,0,32624
414,50653,1863,121,1,1,1,0,0,204,1718,45,378,0,0,1,0,11,390072,467970,466619,1,1,0,0,0,32583
415,124,1707,190,1,0,1,0,1,16,59,5,0,0,0,0,1,7,431586,467977,465092,0,0,0,0,0,32555
416,11887,5938,26,1,1,1,0,1,10,2376,3,2099,4,0,0,0,3,421342,467979,467050,1,0,0,0,0,32489
417,411343,4387,2976,1,0,1,0,0,319,27200,154,0,18,0,0,1,16,395245,467977,467980,1,0,0,1,0,32468
418,4485,3581,225,1,0,1,1,0,337,2602,78,52,5,0,0,1,11,384075,467976,467978,1,1,0,0,0,32434
419,44432,6993,258,1,1,1,1,0,173,1893,21,201,9,0,0,1,6,426539,467978,467908,1,0,1,0,0,32423
420,7143,2090,394,1,0,1,0,0,358,1560,34,0,9,0,0,0,5,422510,467979,467977,1,1,0,0,0,32420
421,13934,2681,813,0,0,1,1,1,398,1718,333,1179,9,0,1,0,8,415958,467979,467697,1,0,1,0,0,32367
422,80071,5013,0,1,0,0,1,0,332,11437,27,0,10,0,0,1,1,401829,467979,466757,1,0,0,0,0,32361
423,27578,5083,434,0,0,1,1,0,405,6616,190,60,4,0,0,1,5,436137,467978,467916,1,1,0,0,0,32349
424,4168390,8875,9,1,1,1,0,0,109,1425,12,113,0,0,0,1,1,407530,467979,467957,1,0,0,0,0,32330
425,365050,6219,7,1,0,1,0,1,6,405,0,0,5,0,0,1,9,441864,467974,467904,1,0,0,0,0,32320
426,56968,5179,403,1,0,0,0,0,164,2872,551,0,5,0,0,1,5,394792,467972,467350,1,0,1,0,0,32170
427,5286,1647,900,1,0,1,0,1,129,1902,35,158,6,0,0,1,8,375861,467979,467470,1,0,0,0,1,32153
428,47327,10603,269,0,1,0,1,1,39,1430,6,694,20,0,0,1,8,408300,467978,467972,1,0,1,0,0,32153
429,287169,2875,1785,1,1,1,1,0,237,24264,62,17,14,0,0,1,7,401498,467979,467980,1,0,1,0,0,32080
430,60810,7793,7862,1,0,1,0,0,67,2497,200,0,5,0,0,0,6,394804,467979,467409,0,0,0,0,0,32047
431,4791,2792,28,1,0,1,1,0,376,3096,73,0,2,0,0,1,4,373993,467980,467752,0,1,0,0,0,31918
432,1949,2683,200,1,0,1,0,1,268,993,39,0,16,0,0,1,7,382839,467978,467839,1,0,1,0,0,31906
433,413383,9084,2623,1,0,1,0,0,338,51551,331,0,3,0,0,1,18,387360,467977,467964,1,1,0,0,0,31754
434,7113,8435,52,1,0,1,0,0,365,1757,98,0,0,0,0,0,9,406041,467979,467888,1,0,0,1,0,31720
435,6121,4315,1043,1,0,1,1,0,375,5176,89,0,12,0,0,1,9,403087,467978,467963,1,0,0,0,1,31609
436,19788,1657,573,0,0,0,1,0,357,1931,36,0,8,0,1,0,7,392380,467976,467715,1,1,0,0,0,31549
437,30690,2131,164,0,0,0,0,0,185,5050,39,0,10,0,0,1,3,384060,467979,467960,1,0,0,0,1,31488
438,50650,7999,293,1,1,0,0,0,30,596,10,23,6,0,0,1,4,407094,467973,466676,0,0,0,0,1,31472
439,96044,1138,2903,0,1,1,1,0,190,9306,42,2399,20,0,1,0,16,433616,467979,467978,1,0,1,0,0,31465
440,8283,7991,2812,1,0,1,0,0,41,2627,41,0,6,0,0,1,11,380614,467978,467322,0,0,0,0,1,31391
441,4488,2221,2410,1,0,1,0,1,36,505,1,0,0,0,0,1,1,427615,467980,467899,0,0,0,0,0,31340
442,244573,2685,723,0,0,1,1,0,303,15031,30,0,18,0,1,0,8,431867,467980,467980,1,0,0,0,1,31322
443,34222,5684,352,1,0,1,0,1,1,6572,42,0,10,0,0,1,1,442077,467980,467978,0,0,0,0,0,31279
444,26010,5795,1940,1,0,0,0,0,432,5257,81,0,20,0,1,0,27,404642,467979,467905,1,1,0,0,0,31265
445,8803,1927,129,1,0,1,0,1,56,693,31,0,1,0,0,1,5,383001,467971,466761,0,1,0,0,0,31244
446,2139,12004,27,1,0,1,0,1,111,958,5,0,2,0,0,1,12,385809,467979,467055,1,0,1,0,0,31225
447,88152,15326,563,1,0,1,1,0,358,11162,4171,0,0,0,0,1,9,358131,467979,467980,1,0,1,0,0,31218
448,241702,9324,7,1,1,0,1,0,114,3703,46,373,8,0,0,1,9,366224,467980,467926,0,0,1,0,0,31062
449,57431,3702,278,0,0,1,1,0,396,10322,92,1430,11,0,0,0,12,351742,467979,467932,1,1,0,0,0,31051
450,58570,9423,273,1,0,1,0,1,21,435,9,0,0,0,0,0,1,415278,467977,466773,0,1,0,0,0,31051
