branches,commits,createdAt,diskUsage,followers,following,forkCount,gistComments,gistStar,gists,hasWikiEnabled,iClosedComments,iClosedParticipants,iOpenComments,iOpenParticipants,issuesClosed,issuesOpen,members,organizations,prClosed,prClosedComments,prClosedCommits,prMerged,prMergedComments,prMergedCommits,prOpen,prOpenComments,prOpenCommits,pushedAt,readmeCharCount,readmeLinkCount,readmeSize,readmeWordCount,releases,repositories,stars,subscribersCount,tags,type,updatedAt,websiteUrl,desWordCount,desCharCount,mit_license,nan_license,apache_license,other_license,remain_license,JavaScript,Python,Java,Objective-C,Ruby,PHP,other_language
4173,1,69.0,390685,77,124.0,13.0,68,3.0,1.0,4.0,0,103,65,48,64,31,27,0.0,1.0,1,8,2,18,11,22,4,3,4,416934,15351,7,15351,2207,0,47,135,11,21,1,421643,1,10,72,0,1,0,0,0,1,0,0,0,0,0,0
4174,2,600.0,390689,7730,14.0,2.0,52,0.0,0.0,0.0,1,286,219,120,131,109,74,0.0,0.0,8,15,43,20,21,153,0,0,0,421101,10355,16,10355,1672,54,2,138,39,54,1,421494,0,22,150,0,0,0,0,1,0,0,1,0,0,0,0
4175,1,29.0,390689,39,220.0,28.0,12,2.0,5.0,26.0,1,2,2,0,0,1,0,0.0,3.0,2,2,2,4,4,8,0,0,0,406376,2288,1,2288,332,0,38,145,7,0,1,420953,1,6,44,1,0,0,0,0,0,0,0,0,0,1,0
4176,2,645.0,390678,890,28.0,93.0,31,0.0,0.0,0.0,1,375,167,50,22,88,10,0.0,1.0,4,10,10,50,82,293,0,0,0,420566,7618,26,7619,1082,34,19,154,8,39,1,421858,0,14,99,1,0,0,0,0,0,1,0,0,0,0,0
4177,32,255.0,390685,189,46.0,13.0,35,1.0,0.0,3.0,0,102,82,62,42,39,20,0.0,5.0,7,15,6,75,142,129,7,20,22,421895,1428,8,1428,218,29,59,163,7,29,1,421911,0,4,22,1,0,0,0,0,1,0,0,0,0,0,0
4178,2,10.0,390685,371,230.0,0.0,187,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,1,1,14,1,0,1,1,0,22,405193,56,0,56,7,0,7,168,25,0,1,421680,1,5,31,0,0,0,0,1,0,0,1,0,0,0,0
4179,1,32.0,390678,42,7.0,2.0,35,3.0,6.0,14.0,0,27,22,0,0,8,0,0.0,1.0,1,1,6,0,0,0,0,0,0,421026,1171,4,1203,135,3,21,169,9,10,1,421688,1,9,56,1,0,0,0,0,0,0,0,0,0,0,1
4180,1,23.0,390693,301,141.0,36.0,11,0.0,0.0,0.0,1,5,7,1,2,4,1,0.0,0.0,0,0,0,0,0,0,0,0,0,392988,2960,6,2960,471,0,14,185,11,0,1,421562,1,30,216,0,1,0,0,0,1,0,0,0,0,0,0
4181,1,209.0,390675,63442,6.0,3.0,45,0.0,0.0,1.0,1,14,26,141,120,13,47,0.0,0.0,6,5,10,9,9,51,1,0,1,421619,8581,24,8581,1270,7,24,187,21,7,1,421895,0,30,196,0,0,0,0,1,0,0,0,0,0,0,1
4182,3,241.0,390682,241116,685.0,71.0,43,2.0,1.0,14.0,1,91,60,7,10,32,7,0.0,0.0,2,2,3,5,1,6,1,4,22,417834,0,0,0,0,0,63,195,25,25,1,421911,1,13,72,0,1,0,0,0,0,0,0,0,0,0,1
4183,5,203.0,390684,2751,83.0,7.0,108,1.0,1.0,4.0,1,265,224,43,68,103,36,0.0,1.0,10,21,14,26,29,44,2,0,5,419628,6211,14,6211,1033,19,43,204,16,19,1,421811,1,11,73,1,0,0,0,0,1,0,0,0,0,0,0
4184,4,135.0,390693,1978,367.0,0.0,13,7.0,14.0,19.0,0,59,54,16,14,40,10,0.0,0.0,1,3,1,4,0,4,0,0,0,413932,10033,9,10033,1326,0,110,217,15,0,1,421718,0,10,69,0,0,1,0,0,0,0,1,0,0,0,0
4185,2,193.0,390678,25440,960.0,27.0,301,21.0,48.0,34.0,0,569,294,361,282,190,227,0.0,5.0,11,28,22,33,78,59,6,14,13,420968,18119,41,18119,2709,21,204,381,34,21,1,421751,1,12,80,0,1,0,0,0,0,0,0,1,0,0,0
4186,1,93.0,390694,1580,970.0,192.0,34,1.0,11.0,2.0,1,4,15,0,0,13,0,0.0,3.0,2,0,4,1,1,2,0,0,0,420657,394,1,394,59,0,7,426,14,0,1,420983,1,3,21,0,1,0,0,0,0,0,0,0,0,0,1
4187,1,438.0,390690,4287,72.0,2.0,75,0.0,0.0,5.0,1,21,27,15,22,13,12,0.0,0.0,1,1,1,10,8,24,0,0,0,418413,2291,4,2291,338,0,31,446,33,0,1,421889,1,6,28,0,0,0,0,1,0,0,0,0,0,0,1
4188,1,11.0,390682,3038,53.0,20.0,110,0.0,0.0,0.0,1,4,4,5,6,3,2,0.0,0.0,0,0,0,1,0,1,0,0,0,414567,2785,2,2785,330,0,9,492,17,0,1,421825,1,8,57,0,0,1,0,0,0,0,1,0,0,0,0
4189,8,687.0,390692,1362,112.0,75.0,84,0.0,0.0,15.0,1,341,192,57,65,128,42,0.0,4.0,38,114,59,51,93,70,2,4,3,421816,5838,38,5838,796,11,116,585,25,12,1,421863,1,8,44,0,0,1,0,0,0,0,1,0,0,0,0
4190,1,103.0,390673,1274,629.0,116.0,70,6.0,4.0,12.0,1,33,30,10,16,11,9,0.0,3.0,3,8,5,11,37,57,4,2,5,412308,10188,7,10190,1638,0,115,646,37,0,1,421664,1,5,52,0,1,0,0,0,0,0,0,0,0,0,1
4191,2,124.0,390684,159,261.0,2.0,133,0.0,0.0,10.0,1,78,69,58,62,33,25,0.0,0.0,7,8,47,32,41,75,8,6,21,419952,5334,6,5334,575,9,43,673,31,22,1,421449,1,10,57,1,0,0,0,0,0,0,0,1,0,0,0
4192,1,69.0,390682,2490,146.0,12.0,49,5.0,45.0,10.0,1,1,2,0,0,1,0,0.0,1.0,1,0,1,1,1,1,0,0,0,404376,3508,5,3508,474,1,30,779,19,3,1,421331,0,9,55,1,0,0,0,0,0,0,0,1,0,0,0
4193,7,1548.0,390679,2364,474.0,1.0,234,11.0,26.0,39.0,1,323,268,247,226,265,111,0.0,6.0,54,188,255,545,235,216,19,93,73,421811,3515,9,3515,452,0,127,833,46,50,1,421911,1,5,29,0,0,1,0,0,0,0,0,0,0,0,1
4194,4,904.0,390678,2147,411.0,6.0,200,14.0,59.0,30.0,1,254,205,39,45,197,27,0.0,0.0,20,65,32,158,300,119,10,32,14,421845,9245,9,9245,1496,9,114,857,25,100,1,421814,1,7,49,1,0,0,0,0,0,0,0,0,0,0,1
4195,2,102.0,390684,892,173.0,1.0,83,0.0,0.0,3.0,1,25,14,8,7,8,3,0.0,0.0,1,1,1,10,6,63,2,0,3,401594,1281,7,1281,222,5,22,1551,47,4,1,421839,1,7,48,1,0,0,0,0,0,0,0,0,0,0,1
4196,1,54.0,390677,36,43.0,43.0,201,13.0,31.0,67.0,0,26,15,23,24,8,14,0.0,0.0,5,8,6,10,8,11,13,6,19,417342,4908,41,4910,673,0,44,1594,112,0,1,421906,0,16,100,0,1,0,0,0,0,0,0,0,0,0,1
4197,3,194.0,390683,321,5339.0,0.0,721,41.0,204.0,48.0,1,265,225,36,36,81,16,0.0,9.0,7,10,47,62,103,115,4,9,4,421843,30184,27,30776,3934,0,88,5975,380,0,1,421888,1,4,30,0,1,0,0,0,0,0,0,0,0,0,1
4198,3,139.0,390658,10131,13.0,4.0,14,1.0,0.0,2.0,1,31,25,2,7,15,5,0.0,0.0,3,4,8,7,8,13,0,0,0,418499,1657,11,1657,228,2,13,107,11,21,1,421701,1,5,26,1,0,0,0,0,0,0,0,0,0,0,1
4199,2,63.0,390665,747,186.0,1.0,23,0.0,15.0,21.0,1,41,37,0,0,18,0,0.0,1.0,2,2,2,4,6,12,0,0,0,395949,356,2,356,64,0,160,130,24,0,1,421149,0,10,47,0,1,0,0,0,1,0,0,0,0,0,0
4200,1,64.0,390664,40,23.0,135.0,87,3.0,15.0,47.0,1,12,10,8,12,5,7,0.0,1.0,0,0,0,7,3,9,0,0,0,414351,3745,14,3745,555,0,94,133,8,2,1,421414,1,7,45,0,0,0,0,1,0,0,0,0,0,0,1
4201,1,52.0,390665,188,17.0,1.0,70,0.0,0.0,1.0,1,28,32,14,26,13,15,0.0,0.0,0,0,0,5,4,6,4,1,6,420353,10508,2,10512,1299,18,14,133,24,20,1,421740,1,65,460,0,1,0,0,0,0,0,0,0,0,1,0
4202,1,108.0,390662,76,52.0,20.0,29,5.0,64.0,13.0,1,70,52,60,64,25,28,0.0,1.0,1,0,1,29,49,32,4,6,6,421245,0,0,0,0,0,94,139,11,5,1,421634,0,7,30,1,0,0,0,0,0,1,0,0,0,0,0
4203,1,74.0,390661,3128,149.0,4.0,202,0.0,0.0,0.0,1,0,0,3,6,0,4,0.0,0.0,0,0,0,0,0,0,1,0,1,409224,1775,0,3193,107,0,10,143,39,0,1,421598,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4204,2,168.0,390656,455,5.0,0.0,52,0.0,0.0,0.0,1,55,65,36,42,36,18,0.0,0.0,4,7,7,12,17,15,7,26,16,420043,9095,8,9095,1136,0,2,158,18,15,1,421719,0,6,36,0,0,1,0,0,0,0,1,0,0,0,0
4205,5,979.0,390650,50221,194.0,0.0,27,0.0,0.0,1.0,1,71,36,50,23,17,11,0.0,0.0,5,12,12,0,0,0,0,0,0,416096,3290,32,4100,352,0,29,170,7,10,1,421602,1,9,96,0,1,0,0,0,1,0,0,0,0,0,0
4206,1,33.0,390664,263,814.0,235.0,22,0.0,2.0,3.0,1,1,1,3,2,1,1,0.0,0.0,0,0,0,3,0,13,0,0,0,391225,22534,97,22536,3057,0,88,172,30,0,1,421706,0,10,65,1,0,0,0,0,0,0,0,0,0,0,1
4207,5,57.0,390661,6617,5560.0,0.0,26,9.0,185.0,126.0,0,0,0,0,0,0,0,0.0,2.0,1,0,3,2,0,2,0,0,0,401113,2678,6,2678,392,0,447,174,29,0,1,421239,1,6,50,0,1,0,0,0,0,0,0,0,0,0,1
4208,1,160.0,390668,1363,59.0,0.0,33,1.0,0.0,2.0,1,141,55,0,0,26,0,0.0,1.0,4,6,6,7,5,24,0,0,0,420825,6760,26,6760,1024,13,22,181,15,17,1,421837,0,5,43,1,0,0,0,0,0,0,0,0,0,0,1
4209,2,167.0,390652,440,53.0,4.0,13,0.0,2.0,11.0,1,53,42,26,33,18,16,0.0,1.0,2,5,4,13,15,40,0,0,0,405597,2772,21,2772,422,0,66,183,8,0,1,421080,1,13,69,1,0,0,0,0,0,0,0,0,1,0,0
4210,8,828.0,390652,28833,29.0,7.0,32,7.0,3.0,25.0,1,282,98,14,7,59,4,0.0,0.0,1,3,3,5,6,5,0,0,0,421897,13101,47,13101,1945,26,104,192,32,29,1,421908,0,6,51,0,0,0,1,0,0,0,0,0,0,0,1
4211,1,31.0,390661,17,841.0,70.0,20,35.0,126.0,53.0,1,3,3,6,7,1,4,0.0,5.0,1,3,1,2,2,2,0,0,0,409677,2429,4,2429,370,0,335,209,10,2,1,421820,1,5,26,1,0,0,0,0,1,0,0,0,0,0,0
4212,7,243.0,390662,189,3574.0,72.0,58,0.0,0.0,3.0,0,134,90,0,0,41,0,0.0,15.0,13,21,14,17,12,23,1,3,1,421745,7494,23,7494,1102,22,29,246,16,22,1,421829,1,6,29,1,0,0,0,0,0,0,0,0,0,1,0
4213,1,91.0,390666,4706,57.0,29.0,86,15.0,32.0,45.0,1,78,57,0,5,29,4,0.0,1.0,2,3,2,4,3,4,0,0,0,420091,5402,6,5402,595,1,36,276,22,14,1,421659,1,10,68,1,0,0,0,0,0,0,0,1,0,0,0
4214,5,143.0,390664,129,17.0,2.0,71,0.0,0.0,3.0,1,166,109,21,18,37,9,0.0,0.0,12,42,22,29,33,45,0,0,0,421838,8765,5,8765,1234,22,57,295,14,25,1,421792,0,5,36,1,0,0,0,0,0,0,0,0,0,0,1
4215,1,18.0,390664,425,675.0,3.0,26,13.0,216.0,21.0,1,264,116,198,85,16,18,0.0,0.0,0,0,0,0,0,0,0,0,0,399025,0,0,0,0,0,90,295,53,0,1,421868,1,10,86,0,1,0,0,0,0,0,0,0,0,1,0
4216,1,222.0,390671,310,44.0,2.0,44,0.0,0.0,3.0,1,0,0,3,9,0,7,0.0,2.0,1,1,4,5,1,16,1,1,1,415120,4391,15,4391,730,0,35,328,15,0,1,421760,1,8,42,0,1,0,0,0,1,0,0,0,0,0,0
4217,1,9.0,390661,1915,305.0,77.0,157,0.0,0.0,5.0,1,0,0,2,4,0,2,0.0,0.0,0,0,0,1,0,1,0,0,0,414563,354,1,672,19,0,69,377,33,0,1,421901,0,3,24,0,1,0,0,0,0,0,1,0,0,0,0
4218,1,64.0,390655,113,1918.0,5.0,121,0.0,0.0,2.0,1,10,10,0,0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,412617,1535,13,1959,206,0,82,393,61,0,1,421519,1,7,59,0,1,0,0,0,0,0,0,0,0,0,1
4219,2,17.0,390670,43,48.0,0.0,76,1.0,9.0,6.0,1,17,13,0,0,6,0,0.0,0.0,0,0,0,1,1,1,1,10,29,418146,1251,3,1251,178,0,124,500,12,2,1,421716,1,6,44,0,1,0,0,0,1,0,0,0,0,0,0
4220,1,33.0,390670,1186,57.0,0.0,108,1.0,1.0,6.0,1,32,22,0,1,13,1,0.0,0.0,1,2,1,3,1,6,0,0,0,414579,2041,1,2041,317,0,27,667,30,0,1,421677,1,6,30,0,1,0,0,0,0,0,0,0,0,0,1
4221,3,50.0,390669,3709,54.0,30.0,250,0.0,0.0,0.0,1,39,43,28,44,22,27,0.0,0.0,1,1,4,2,1,2,1,0,1,419049,4668,3,4668,582,0,8,759,55,0,1,421810,0,11,61,0,0,1,0,0,0,0,1,0,0,0,0
4222,2,146.0,390666,7797,584.0,0.0,57,0.0,0.0,2.0,1,127,77,14,17,35,7,0.0,2.0,1,1,2,27,46,42,0,0,0,420152,2700,5,2700,417,0,51,889,23,11,1,421878,1,7,43,1,0,0,0,0,0,0,0,1,0,0,0
4223,3,156.0,390653,5048,526.0,34.0,171,10.0,25.0,55.0,1,299,242,52,72,83,34,0.0,7.0,11,31,37,29,73,101,1,2,1,419536,0,0,0,0,0,396,895,33,10,1,421840,1,5,27,0,1,0,0,0,1,0,0,0,0,0,0
4224,31,316.0,390657,331,670.0,50.0,69,16.0,39.0,85.0,0,435,317,220,236,128,113,0.0,7.0,4,5,15,39,23,75,19,9,35,421909,2400,1,2410,361,4,108,1526,31,43,1,421906,1,5,24,0,1,0,0,0,1,0,0,0,0,0,0
4225,2,67.0,390651,2464,616.0,8.0,168,0.0,0.0,0.0,1,39,45,15,31,24,19,0.0,0.0,1,1,1,3,2,3,0,0,0,414548,4792,5,4792,520,6,31,1698,58,7,1,421896,1,19,124,1,0,0,0,0,0,0,0,1,0,0,0
4226,5,25.0,390665,8161,230.0,0.0,696,0.0,0.0,0.0,1,72,48,75,87,16,37,0.0,0.0,7,16,320,3,0,11,10,25,117,420542,405,4,405,58,0,7,1839,229,0,1,421912,1,9,71,0,0,0,0,1,0,0,1,0,0,0,0
4227,1,174.0,390659,141,2589.0,97.0,172,7.0,31.0,38.0,1,96,64,9,15,37,9,0.0,3.0,16,45,32,39,100,71,6,21,9,421302,4544,5,4544,707,1,44,1953,42,2,1,421900,1,4,24,1,0,0,0,0,0,0,0,0,0,0,1
4228,6,342.0,390657,11765,191.0,25.0,1039,7.0,8.0,2.0,1,376,259,39,49,103,17,0.0,1.0,22,48,34,57,62,97,12,5,17,420736,29740,85,29820,3969,14,4,10721,316,18,1,421911,1,8,44,0,0,0,1,0,0,0,0,1,0,0,0
4229,3,160.0,390642,1116,140.0,88.0,9,0.0,0.0,3.0,1,6,4,0,0,3,0,0.0,1.0,0,0,0,1,0,1,0,0,0,404139,2874,15,2989,407,0,71,103,14,8,1,421888,1,7,40,0,0,0,0,1,1,0,0,0,0,0,0
4230,1,11.0,390624,87531,79.0,5.0,8,1.0,2.0,11.0,1,0,0,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,390870,1648,6,1648,267,0,106,105,9,0,1,414754,1,17,99,0,1,0,0,0,0,1,0,0,0,0,0
4231,1,38.0,390644,19,30.0,0.0,7,2.0,1.0,3.0,0,1,2,1,1,2,1,0.0,0.0,1,2,1,0,0,0,0,0,0,404058,2133,7,2133,316,0,3,111,7,11,1,418113,1,8,44,1,0,0,0,0,1,0,0,0,0,0,0
4232,1,10.0,390629,25,4811.0,0.0,76,36.0,394.0,13.0,1,19,7,0,0,3,0,0.0,3.0,1,7,3,1,0,1,0,0,0,404107,1991,2,1991,280,0,123,117,9,0,1,421739,1,15,109,1,0,0,0,0,0,1,0,0,0,0,0
4233,1,25.0,390642,6425,242.0,44.0,112,0.0,0.0,22.0,1,2,4,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,420922,632,3,632,93,0,41,118,21,0,1,421762,1,6,31,1,0,0,0,0,0,0,0,0,0,0,1
4234,3,12.0,390626,102873,310.0,3.0,36,0.0,0.0,0.0,1,0,0,0,3,0,3,0.0,1.0,0,0,0,0,0,0,1,0,1,403359,70,0,70,7,0,29,130,6,0,1,421911,0,6,38,0,0,0,0,1,0,1,0,0,0,0,0
4235,1,157.0,390629,3079,35.0,3.0,52,0.0,0.0,0.0,1,54,27,12,30,19,22,0.0,0.0,4,8,10,9,11,22,0,0,0,398310,3428,13,3428,504,0,44,138,23,0,1,420817,1,8,45,1,0,0,0,0,0,0,1,0,0,0,0
4236,1,18.0,390630,154,4811.0,0.0,70,36.0,394.0,13.0,1,9,6,10,4,3,2,0.0,3.0,1,5,19,0,0,0,0,0,0,414038,834,3,834,134,0,123,140,17,17,1,421295,1,16,113,1,0,0,0,0,0,1,0,0,0,0,0
4237,1,136.0,390634,7114,239.0,0.0,56,1.0,0.0,6.0,1,13,3,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,394665,2403,22,3173,267,0,111,142,20,0,1,420945,0,1,22,0,1,0,0,0,0,0,1,0,0,0,0
4238,1,15.0,390627,34037,20.0,7.0,35,0.0,0.0,0.0,1,13,15,0,0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,410526,172,1,172,23,0,19,151,9,0,1,421235,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4239,1,83.0,390636,5232,165.0,4.0,135,0.0,0.0,1.0,1,109,49,102,50,27,26,0.0,0.0,0,0,0,4,2,7,1,0,5,421693,624,3,624,97,0,63,171,25,0,1,421527,1,3,23,0,1,0,0,0,1,0,0,0,0,0,0
4240,1,29.0,390626,17,11974.0,224.0,17,73.0,802.0,548.0,1,19,17,13,14,9,7,0.0,7.0,2,5,2,4,2,4,2,0,2,420082,0,0,0,0,0,1010,194,8,9,1,421182,1,11,63,1,0,0,0,0,1,0,0,0,0,0,0
4241,1,31.0,390643,117265,33.0,22.0,47,0.0,0.0,0.0,1,5,5,23,15,2,6,0.0,0.0,0,0,0,3,0,5,0,0,0,395283,933,5,933,137,0,33,200,27,0,1,421885,1,10,75,0,1,0,0,0,0,1,0,0,0,0,0
4242,1,546.0,390635,634,67.0,131.0,40,2.0,11.0,39.0,1,253,202,33,40,149,21,0.0,1.0,7,15,27,55,19,104,1,3,5,421403,6512,30,6512,919,0,50,250,16,78,1,421881,1,11,75,1,0,0,0,0,0,0,0,0,0,0,1
4243,1,63.0,390647,167,31.0,2.0,73,0.0,0.0,0.0,1,39,22,32,33,10,16,0.0,2.0,0,0,0,4,7,10,4,0,17,417611,5017,7,5017,758,0,33,276,34,0,1,421868,0,12,83,0,0,1,0,0,1,0,0,0,0,0,0
4244,1,55.0,390643,55,231.0,23.0,46,9.0,20.0,22.0,1,6,8,0,0,4,0,0.0,4.0,3,8,3,22,18,28,0,0,0,420812,11264,78,11268,1515,0,89,306,38,0,1,421832,1,7,48,0,0,0,0,1,0,0,0,0,0,0,1
4245,1,1835.0,390645,9047,13.0,0.0,19,0.0,0.0,0.0,1,7,8,5,10,4,5,0.0,0.0,1,1,1,1,1,1,3,3,3,413224,883,4,883,140,0,31,311,14,0,1,421473,1,8,50,0,0,0,0,1,0,0,0,0,0,0,1
4246,3,597.0,390644,438,93.0,38.0,163,4.0,13.0,35.0,1,9,16,14,17,7,4,0.0,1.0,23,27,29,167,124,164,1,1,1,421297,13069,85,13069,1659,0,90,317,19,0,1,421515,1,3,29,0,1,0,0,0,0,0,0,0,0,0,1
4247,3,766.0,390638,239492,446.0,5.0,50,23.0,91.0,48.0,0,414,186,19,10,83,4,0.0,0.0,4,10,96,15,7,19,1,0,2,421833,8339,19,8345,1069,14,68,390,17,28,1,421782,1,6,33,0,1,0,0,0,0,0,0,1,0,0,0
4248,2,139.0,390646,24624,35.0,8.0,170,0.0,1.0,13.0,1,70,75,226,251,30,85,0.0,0.0,8,11,19,16,10,21,16,20,28,418670,8767,18,8902,1166,1,24,395,25,15,1,421896,0,10,62,0,0,0,0,1,1,0,0,0,0,0,0
4249,2,28.0,390639,10433,24.0,0.0,57,0.0,0.0,0.0,1,105,113,6,20,43,6,0.0,0.0,13,17,20,1,1,1,4,1,9,419480,303,2,303,40,3,17,406,37,3,1,420469,1,11,84,1,0,0,0,0,1,0,0,0,0,0,0
4250,4,466.0,390626,1061,69.0,20.0,65,7.0,19.0,12.0,1,259,119,54,20,54,10,0.0,0.0,9,22,17,51,146,72,3,6,3,421780,0,0,0,0,0,122,524,24,4,1,421888,1,5,31,0,1,0,0,0,0,0,0,0,0,0,1
4251,1,6.0,390634,13911,63.0,1.0,558,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,390634,1834,1,2766,224,0,92,548,59,0,1,421881,0,9,59,0,0,1,0,0,0,0,1,0,0,0,0
4252,3,291.0,390634,18663,48.0,0.0,396,0.0,0.0,0.0,1,338,239,80,53,221,19,0.0,0.0,25,47,64,53,30,474,0,0,0,421593,9803,4,9803,1322,7,1,931,124,7,1,421903,0,12,76,1,0,0,0,0,0,0,0,0,0,0,1
4253,1,20.0,390645,741,262.0,15.0,432,2.0,9.0,24.0,1,0,0,0,0,0,0,0.0,0.0,2,2,2,4,8,9,0,0,0,406603,923,0,923,128,0,221,1032,116,0,1,421889,1,11,61,0,1,0,0,0,0,0,0,0,0,1,0
4254,12,632.0,390627,15442,37.0,1.0,162,0.0,0.0,1.0,1,607,265,274,163,223,48,0.0,0.0,37,160,103,156,167,249,5,31,19,421711,3323,5,3323,535,10,31,1146,87,20,1,421898,1,6,40,0,0,0,1,0,0,0,0,0,0,0,1
4255,2,22.0,390640,1017,66.0,51.0,78,0.0,0.0,0.0,0,7,8,9,15,4,7,0.0,0.0,4,11,12,2,6,11,3,3,7,410002,5536,11,5536,687,0,6,1172,19,5,1,421778,1,8,43,1,0,0,0,0,0,0,0,1,0,0,0
4256,1,141.0,390625,117,120.0,5.0,236,1.0,0.0,11.0,1,9,15,1,2,9,1,0.0,0.0,25,34,29,33,41,40,8,4,10,421764,12800,73,12804,1768,0,30,1802,214,0,1,421882,1,10,60,0,0,0,0,1,0,0,0,0,0,0,1
4257,3,406.0,390642,434,1788.0,128.0,192,34.0,402.0,11.0,1,445,295,124,64,132,24,0.0,11.0,26,78,35,64,168,100,5,23,13,421851,14612,18,14636,2173,0,263,2177,40,47,1,421911,1,6,41,0,0,0,0,1,1,0,0,0,0,0,0
4258,6,282.0,390636,511,136.0,48.0,302,2.0,20.0,8.0,1,307,198,11,15,69,8,0.0,0.0,15,42,59,36,63,68,2,7,3,419143,7806,13,7810,1061,2,58,4204,78,25,1,421837,1,11,78,1,0,0,0,0,0,0,0,0,0,0,1
4259,1,4.0,390613,1916,305.0,77.0,65,0.0,0.0,5.0,1,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,391130,238,0,442,17,0,69,101,24,0,1,421110,0,5,91,0,1,0,0,0,0,0,1,0,0,0,0
4260,3,70.0,390607,482,5.0,1.0,69,0.0,0.0,0.0,1,36,35,16,21,14,10,0.0,0.0,2,6,2,9,9,26,2,0,5,416347,3703,7,3703,521,0,31,109,2,7,1,420152,1,5,39,1,0,0,0,0,1,0,0,0,0,0,0
4261,1,10.0,390613,37,239.0,83.0,71,0.0,0.0,2.0,1,36,21,5,2,7,1,0.0,0.0,0,0,0,0,0,0,0,0,0,414751,0,0,0,0,0,51,110,16,0,1,421238,0,3,27,0,1,0,0,0,0,0,0,0,0,0,1
4262,1,17.0,390602,9,98.0,0.0,36,8.0,1.0,17.0,1,10,7,0,0,3,0,0.0,0.0,2,2,2,2,4,2,0,0,0,420999,2204,0,2204,313,0,34,112,7,0,1,421622,0,12,70,1,0,0,0,0,1,0,0,0,0,0,0
4263,2,114.0,390601,2904,10.0,1.0,54,1.0,2.0,22.0,1,3,3,3,9,2,7,0.0,0.0,1,1,1,2,8,101,1,1,1,411676,4580,15,4580,651,1,42,115,8,1,1,421660,0,12,96,0,1,0,0,0,0,0,0,0,0,0,1
4264,1,36.0,390620,18,19.0,9.0,3,0.0,0.0,2.0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,0,0,0,407412,1077,1,1077,152,0,83,119,6,1,1,421286,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4265,1,36.0,390620,62,132.0,6.0,18,0.0,31.0,18.0,1,3,3,2,2,2,1,0.0,1.0,2,5,9,3,9,4,1,1,1,417020,2539,8,2539,362,6,95,119,4,6,1,421757,1,14,97,1,0,0,0,0,0,0,0,0,0,0,1
4266,1,2.0,390620,4253,35.0,6.0,18,0.0,2.0,6.0,1,5,2,5,6,1,3,0.0,0.0,0,0,0,0,0,0,0,0,0,390728,4739,0,4739,648,0,15,122,16,1,1,421740,1,7,47,0,0,0,1,0,0,0,0,0,0,0,1
4267,1,87.0,390620,158,28.0,14.0,18,1.0,0.0,26.0,0,37,29,0,1,15,1,0.0,2.0,0,0,0,5,1,13,0,0,0,419441,2770,8,2792,404,3,82,141,6,5,1,421851,1,9,66,0,0,1,0,0,0,0,0,0,0,0,1
4268,2,27.0,390607,3079,500.0,58.0,12,23.0,58.0,148.0,1,0,0,6,3,0,1,0.0,3.0,0,0,0,2,2,2,0,0,0,391005,3498,7,3500,550,0,301,141,14,0,1,420495,1,11,53,0,0,0,0,1,1,0,0,0,0,0,0
4269,1,37.0,390612,801,2.0,4.0,24,0.0,0.0,0.0,1,22,14,24,31,7,18,0.0,0.0,0,0,0,8,2,10,0,0,0,411763,291,1,291,36,2,15,144,27,2,1,421448,1,23,144,0,0,0,0,1,0,0,0,0,0,0,1
4270,3,9.0,390621,3230,10.0,0.0,24,0.0,0.0,0.0,1,66,30,8,10,13,3,0.0,0.0,1,2,1,11,10,24,0,0,0,421366,4229,16,4230,633,0,4,154,14,0,1,421605,0,8,44,0,1,0,0,0,1,0,0,0,0,0,0
4271,1,2.0,390614,106,93.0,0.0,31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,396855,1373,3,1381,191,0,16,164,6,0,1,421494,1,8,57,0,1,0,0,0,1,0,0,0,0,0,0
4272,6,2689.0,390617,65632,71.0,21.0,124,0.0,0.0,8.0,1,415,191,182,125,97,67,0.0,4.0,8,48,55,18,43,61,9,25,52,421529,6069,25,6069,868,4,55,165,48,3,1,421782,1,15,119,0,0,1,0,0,1,0,0,0,0,0,0
4273,1,66.0,390615,1340,40.0,67.0,20,0.0,0.0,0.0,0,16,31,0,7,25,7,0.0,7.0,2,0,5,2,1,2,0,0,0,405575,3186,14,3198,454,0,21,168,8,0,1,421531,0,11,76,0,1,0,0,0,1,0,0,0,0,0,0
