branches,commits,createdAt,diskUsage,followers,following,forkCount,gistComments,gistStar,gists,hasWikiEnabled,iClosedComments,iClosedParticipants,iOpenComments,iOpenParticipants,issuesClosed,issuesOpen,members,organizations,prClosed,prClosedComments,prClosedCommits,prMerged,prMergedComments,prMergedCommits,prOpen,prOpenComments,prOpenCommits,pushedAt,readmeCharCount,readmeLinkCount,readmeSize,readmeWordCount,releases,repositories,stars,subscribersCount,tags,type,updatedAt,websiteUrl,desWordCount,desCharCount,mit_license,nan_license,apache_license,other_license,remain_license,JavaScript,Python,Java,Objective-C,Ruby,PHP,other_language
3398,1,8.0,391312,151,14001.0,130.0,19,155.0,1511.0,34.0,1,4,5,0,0,1,0,0.0,1.0,0,0,0,1,1,1,0,0,0,393551,4008,6,4012,479,0,58,549,20,0,1,421318,1,5,41,1,0,0,0,0,0,0,0,0,0,0,1
3399,1,125.0,391296,217,91.0,2.0,46,9.0,11.0,2.0,1,93,35,85,48,17,19,0.0,0.0,3,4,5,7,9,7,2,7,2,416424,13133,15,13145,2032,5,14,552,24,5,1,421877,1,6,46,1,0,0,0,0,1,0,0,0,0,0,0
3400,1,136.0,391312,131,60.0,0.0,246,22.0,87.0,15.0,1,386,213,28,15,153,8,0.0,0.0,14,62,48,5,9,13,1,5,12,420108,10958,28,10958,1592,14,21,842,44,14,1,421899,0,8,53,1,0,0,0,0,1,0,0,0,0,0,0
3401,1,2201.0,391315,45850,330.0,67.0,95,0.0,2.0,3.0,1,31,26,0,0,11,0,0.0,2.0,14,39,20,89,85,153,0,0,0,420553,21025,56,21659,2075,0,32,847,44,0,1,421900,1,9,55,0,0,0,1,0,0,0,0,0,0,0,1
3402,1,35.0,391316,4182,98.0,74.0,74,1.0,6.0,23.0,1,16,15,24,28,9,15,0.0,6.0,0,0,0,4,4,7,0,0,0,399617,3703,8,3703,501,0,134,851,27,6,1,421756,1,15,115,1,0,0,0,0,0,0,0,1,0,0,0
3403,1,133.0,391300,231,565.0,263.0,289,1.0,0.0,2.0,1,0,0,0,1,0,1,0.0,0.0,0,0,0,4,1,6,0,0,0,408558,36119,261,40120,5511,0,166,873,92,0,1,421656,1,1,34,0,1,0,0,0,0,0,0,0,0,0,1
3404,1,2136.0,391305,16178,41.0,0.0,295,0.0,0.0,0.0,1,293,239,171,185,1226,152,0.0,0.0,29,72,59,241,36,154,8,10,8,421844,1682,9,1682,247,1,26,995,111,3,1,421888,0,6,38,0,0,0,1,0,1,0,0,0,0,0,0
3405,3,45.0,391304,53,4159.0,0.0,4,3.0,12.0,9.0,0,12,10,1,3,5,2,0.0,2.0,2,9,5,4,3,5,0,0,0,419673,634,2,634,91,0,61,1458,3,4,1,421909,1,12,82,0,0,0,1,0,0,0,0,0,0,1,0
3406,1,192.0,391296,273,234.0,586.0,463,0.0,1.0,2.0,1,23,21,0,0,10,0,0.0,0.0,8,13,13,67,23,99,1,0,1,421671,42980,177,42989,6249,0,321,2534,248,0,1,421889,1,14,105,1,0,0,0,0,0,0,0,0,0,0,1
3407,2,37.0,391296,716,2375.0,4.0,690,126.0,1332.0,28.0,1,20,17,9,15,5,8,0.0,0.0,1,1,1,0,0,0,0,0,0,402246,3597,8,3597,448,0,23,2853,141,2,1,421908,1,11,78,0,1,0,0,0,0,0,1,0,0,0,0
3408,1,43.0,391290,6281,458.0,16.0,18,0.0,0.0,0.0,1,8,12,0,0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,418882,468,3,470,61,11,8,100,8,11,1,419549,1,8,51,0,0,0,0,1,0,0,0,0,0,0,1
3409,1,19.0,391287,177,3119.0,128.0,7,84.0,379.0,491.0,1,6,5,0,0,1,0,0.0,2.0,2,6,2,2,0,2,0,0,0,398869,959,0,960,142,0,159,117,6,0,1,420675,1,5,40,0,0,0,0,1,0,0,0,0,0,0,1
3410,1,32.0,391275,159,1152.0,537.0,19,0.0,2.0,14.0,1,0,0,0,0,0,0,0.0,10.0,1,1,2,1,0,2,0,0,0,415422,1319,1,1365,174,0,229,135,6,4,1,421695,1,6,44,1,0,0,0,0,1,0,0,0,0,0,0
3411,1,13.0,391277,1035,17.0,5.0,112,0.0,0.0,0.0,1,1,2,5,7,1,4,0.0,0.0,0,0,0,1,0,1,1,0,1,413502,1845,6,1845,249,0,2,137,13,0,1,421384,1,10,71,0,1,0,0,0,1,0,0,0,0,0,0
3412,2,74.0,391289,344459,137.0,0.0,67,0.0,0.0,0.0,1,43,30,10,13,14,8,0.0,0.0,0,0,0,0,0,0,0,0,0,421494,758,6,758,88,0,19,154,37,0,1,421719,1,6,37,0,1,0,0,0,0,0,0,0,0,0,1
3413,1,42.0,391279,36,48.0,0.0,12,0.0,0.0,2.0,1,1,4,0,1,2,1,0.0,0.0,0,0,0,6,8,11,0,0,0,413774,11234,3,11234,872,0,16,163,7,3,1,419465,1,9,58,0,0,1,0,0,0,0,0,0,0,0,1
3414,1,17.0,391293,232,133.0,0.0,22,0.0,0.0,0.0,1,2,4,0,0,2,0,0.0,0.0,0,0,0,1,1,1,0,0,0,401286,2830,3,2830,331,0,160,164,18,0,1,421048,1,4,28,1,0,0,0,0,0,0,0,0,0,0,1
3415,1,19.0,391284,424,12.0,0.0,26,8.0,54.0,22.0,1,4,2,0,0,1,0,0.0,0.0,0,0,0,3,1,3,0,0,0,400359,894,0,894,146,0,24,194,5,0,1,421902,1,9,44,0,1,0,0,0,1,0,0,0,0,0,0
3416,1,31.0,391277,210,93.0,5.0,20,18.0,302.0,71.0,1,1,2,0,0,1,0,0.0,0.0,1,0,53,4,1,4,1,0,3,416209,1658,5,1658,247,0,70,194,6,0,1,421034,0,5,28,1,0,0,0,0,0,0,0,0,0,0,1
3417,3,78.0,391280,62,121.0,57.0,34,0.0,0.0,1.0,1,67,76,4,11,34,8,0.0,4.0,1,6,1,9,27,23,3,0,3,419528,1372,5,1373,176,8,72,198,8,13,1,421649,1,8,46,1,0,0,0,0,1,0,0,0,0,0,0
3418,2,143.0,391277,596,7.0,2.0,68,1.0,3.0,6.0,1,65,69,13,14,30,8,0.0,0.0,5,4,8,15,14,17,4,0,4,415618,3838,0,3838,567,21,10,205,10,47,1,421539,1,26,149,1,0,0,0,0,1,0,0,0,0,0,0
3419,2,326.0,391294,244,21.0,22.0,176,4.0,8.0,23.0,1,66,80,31,57,41,30,0.0,0.0,9,14,48,119,98,147,12,12,27,420789,9890,13,9890,1115,10,54,220,17,10,1,421326,1,4,23,0,0,1,0,0,0,0,0,0,1,0,0
3420,1,84.0,391294,15297,339.0,12.0,16,2.0,2.0,9.0,1,20,18,9,16,10,8,0.0,0.0,2,3,2,2,1,2,0,0,0,418273,3904,8,3904,589,0,60,251,18,0,1,421438,1,6,40,0,1,0,0,0,0,0,0,0,0,0,1
3421,5,158.0,391281,16286,83.0,3.0,29,1.0,1.0,6.0,1,107,59,9,9,25,4,0.0,0.0,2,7,19,12,18,29,0,0,0,402348,5546,18,5548,754,15,41,260,28,15,1,421268,1,12,93,0,0,1,0,0,0,0,0,0,0,0,1
3422,6,190.0,391284,179,356.0,6.0,28,4.0,4.0,17.0,1,43,31,54,40,16,23,0.0,1.0,5,26,8,43,175,123,2,12,16,421017,14963,4,14963,2197,0,103,268,15,5,1,421626,1,9,64,1,0,0,0,0,0,1,0,0,0,0,0
3423,1,46.0,391272,1136,2234.0,329.0,26,1.0,47.0,7.0,1,53,36,24,21,11,10,0.0,3.0,3,1,8,9,20,10,2,3,4,408945,0,0,0,0,2,32,324,19,2,1,421688,1,7,44,0,1,0,0,0,0,0,0,0,0,0,1
3424,2,89.0,391278,1132,196.0,5.0,41,0.0,0.0,0.0,1,69,34,17,9,17,3,0.0,0.0,0,0,0,9,23,12,0,0,0,415777,7704,5,7704,1057,0,22,337,12,27,1,421838,1,9,69,1,0,0,0,0,0,0,0,1,0,0,0
3426,1,60.0,391281,1563,33.0,1.0,102,4.0,11.0,11.0,1,64,47,9,18,23,11,0.0,0.0,2,2,3,4,9,5,3,6,4,410029,3977,5,3977,474,1,11,374,17,1,1,421882,0,8,51,1,0,0,0,0,0,0,1,0,0,0,0
3427,1,13.0,391278,1212,134.0,9.0,35,1.0,6.0,16.0,1,12,14,4,7,6,4,0.0,1.0,0,0,0,1,1,1,0,0,0,411957,5313,13,5317,673,0,136,413,21,0,1,419791,1,6,32,0,0,0,0,1,0,1,0,0,0,0,0
3428,1,82.0,391286,52,42.0,0.0,115,0.0,0.0,0.0,1,20,15,6,9,8,3,0.0,0.0,0,0,0,2,0,13,2,0,3,417211,5172,2,5172,748,0,4,420,56,0,1,421840,0,7,45,0,1,0,0,0,0,0,0,0,0,0,1
3429,5,133.0,391286,12942,606.0,304.0,298,68.0,1136.0,28.0,1,236,193,10,12,71,5,0.0,4.0,23,63,39,38,117,80,1,0,1,421434,6596,23,6610,1034,0,64,506,32,0,1,421774,1,8,57,1,0,0,0,0,1,0,0,0,0,0,0
3431,3,50.0,391279,65,1042.0,26.0,121,0.0,11.0,22.0,1,63,56,8,14,25,8,0.0,0.0,6,5,17,14,8,16,3,0,5,413562,2445,2,2445,331,1,176,623,33,2,1,421908,1,8,54,1,0,0,0,0,1,0,0,0,0,0,0
3432,2,28.0,391280,106,2000.0,28.0,30,18.0,163.0,74.0,0,11,10,0,0,5,0,0.0,11.0,0,0,0,9,8,12,0,0,0,409201,284,2,286,45,0,369,709,23,0,1,421223,1,6,35,1,0,0,0,0,0,0,0,0,0,0,1
3433,9,150.0,391293,317,781.0,20.0,111,64.0,15.0,31.0,1,49,43,18,11,20,6,0.0,1.0,8,18,41,27,56,47,3,10,5,420804,0,0,0,0,0,115,870,69,0,1,421908,1,9,71,0,1,0,0,0,0,0,0,0,0,1,0
3434,1,44.0,391283,19,115.0,49.0,78,1.0,1.0,6.0,1,23,31,15,15,15,6,0.0,3.0,1,0,1,8,6,10,0,0,0,415407,1388,7,1388,198,0,37,1173,37,0,1,421755,1,12,70,0,0,0,0,1,1,0,0,0,0,0,0
3435,2,141.0,391273,976,81.0,3.0,188,0.0,0.0,2.0,1,102,99,16,25,43,13,0.0,0.0,6,10,10,27,18,62,2,0,3,416644,4729,21,4731,595,0,9,1209,58,0,1,421723,0,12,80,0,0,1,0,0,0,0,1,0,0,0,0
3436,2,227.0,391261,573,145.0,7.0,75,2.0,0.0,2.0,1,68,96,18,39,59,24,0.0,1.0,10,10,17,30,15,36,1,0,5,421578,9756,10,9756,977,0,28,108,19,20,1,421845,1,6,32,0,1,0,0,0,0,0,0,0,0,1,0
3437,1,9.0,391268,1908,183.0,80.0,2,2.0,2.0,50.0,1,0,0,4,3,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,405393,2028,1,2028,316,0,111,110,6,0,1,421538,1,6,36,0,1,0,0,0,0,0,0,0,0,0,1
3438,3,32.0,391268,714,874.0,113.0,10,12.0,58.0,41.0,1,5,7,1,1,5,1,0.0,0.0,0,0,0,3,3,4,1,1,3,401225,653,2,653,84,1,356,132,4,6,1,421862,1,6,47,1,0,0,0,0,0,0,0,0,0,0,1
3439,1,22.0,391257,49,1367.0,35.0,32,8.0,47.0,16.0,1,73,14,3,2,6,1,0.0,0.0,0,0,0,0,0,0,1,0,1,416355,1360,4,1984,133,0,23,135,8,0,1,421648,1,6,36,0,1,0,0,0,1,0,0,0,0,0,0
3440,1,53.0,391259,24,49.0,10.0,53,0.0,0.0,1.0,1,2,2,4,4,1,2,0.0,6.0,2,8,2,15,25,22,1,0,1,417426,442,3,442,72,0,30,147,10,0,1,419199,1,14,83,0,1,0,0,0,0,0,0,0,0,0,1
3441,12,150.0,391271,163,26.0,12.0,55,0.0,0.0,4.0,1,111,64,2,7,27,5,0.0,1.0,14,23,26,16,62,24,4,2,15,418110,26974,32,26978,2511,0,78,193,8,0,1,421823,1,5,34,0,1,0,0,0,0,1,0,0,0,0,0
3442,2,264.0,391267,229,31.0,23.0,39,3.0,5.0,10.0,1,88,56,0,0,24,0,0.0,1.0,7,31,10,44,86,89,0,0,0,421570,18202,5,18209,1411,0,27,197,8,49,1,421888,1,8,50,0,0,0,0,1,0,0,0,0,0,0,1
3443,1,108.0,391267,891,17.0,3.0,87,0.0,7.0,11.0,1,38,25,5,7,12,4,0.0,0.0,2,4,2,1,0,1,1,0,1,421769,5345,8,5345,852,0,3,214,57,0,1,421816,1,8,51,0,0,0,0,1,0,0,0,0,0,0,1
3444,1,68.0,391268,2605,33.0,1.0,45,4.0,11.0,11.0,1,17,7,0,1,4,1,0.0,0.0,0,0,0,1,0,10,0,0,0,407298,4415,0,4415,560,3,11,269,5,3,1,421827,0,8,49,1,0,0,0,0,0,0,1,0,0,0,0
3445,3,617.0,391263,8513,169.0,14.0,54,0.0,1.0,10.0,1,505,202,102,57,86,18,0.0,0.0,9,8,22,19,32,49,0,0,0,406262,12835,25,12836,1621,30,103,277,36,30,1,421163,0,7,57,1,0,0,0,0,1,0,0,0,0,0,0
3446,2,72.0,391270,3335,107.0,12.0,49,4.0,6.0,13.0,1,80,43,5,9,21,6,0.0,3.0,0,0,0,3,3,3,0,0,0,404585,5492,9,5492,583,0,28,303,19,0,1,420253,1,13,88,0,0,1,0,0,0,0,1,0,0,0,0
3447,6,162.0,391263,4329,157.0,162.0,123,12.0,52.0,10.0,1,129,81,120,115,38,52,0.0,0.0,4,11,4,14,18,22,6,6,10,416526,10113,16,10113,1178,0,159,410,21,16,1,421608,1,12,80,0,1,0,0,0,0,0,1,0,0,0,0
3448,1,131.0,391260,252,29.0,1.0,91,0.0,0.0,2.0,1,42,42,0,1,22,1,0.0,0.0,8,11,17,22,19,34,0,0,0,421864,82155,306,82165,11710,0,34,429,159,0,1,421863,0,16,115,0,1,0,0,0,0,0,0,0,0,0,1
3449,3,241.0,391266,1397,11.0,6.0,80,0.0,0.0,0.0,1,314,166,21,19,56,8,0.0,0.0,15,41,26,20,46,45,4,8,16,419246,0,0,0,0,7,20,442,24,28,1,421856,1,6,43,0,0,0,1,0,0,0,0,0,0,0,1
3451,1,177.0,391248,100448,95.0,172.0,183,0.0,0.0,6.0,1,1,2,0,4,1,4,0.0,0.0,0,0,0,1,0,1,2,0,3,418137,19737,2,20529,738,0,484,528,76,0,1,421863,1,2,21,0,0,1,0,0,1,0,0,0,0,0,0
3452,1,1.0,391253,212,93.0,0.0,36,0.0,0.0,0.0,0,19,13,0,0,1,0,0.0,0.0,1,2,1,0,0,0,0,0,0,409391,244,1,244,39,0,16,590,23,0,1,421694,1,6,46,0,1,0,0,0,0,0,0,0,0,0,1
3453,5,261.0,391252,393,404.0,32.0,308,4.0,17.0,48.0,1,261,224,276,201,398,77,0.0,3.0,13,23,37,33,22,41,17,12,36,421131,26267,20,26270,3094,0,177,612,54,23,1,421839,1,11,75,0,0,0,1,0,0,0,1,0,0,0,0
3454,3,425.0,391268,9105,816.0,144.0,107,3.0,0.0,40.0,1,111,49,17,9,27,3,0.0,18.0,5,8,7,80,97,137,0,0,0,419773,25236,410,25238,3026,0,710,635,53,0,1,421903,1,6,38,0,1,0,0,0,0,0,0,0,1,0,0
3455,1,16.0,391249,254,80.0,163.0,116,1.0,5.0,6.0,1,15,12,6,12,7,8,0.0,2.0,0,0,0,1,0,1,2,1,3,405896,1242,2,1242,153,0,19,680,28,1,1,421707,1,10,66,0,0,1,0,0,0,0,0,0,0,0,1
3456,1,472.0,391263,2367,33.0,8.0,105,2.0,12.0,42.0,1,164,157,115,118,71,57,0.0,0.0,8,23,19,75,136,188,6,6,15,420375,17027,31,17027,2322,2,67,735,33,2,1,421891,1,6,33,0,0,0,0,1,0,1,0,0,0,0,0
3457,7,640.0,391254,2499,799.0,0.0,300,0.0,0.0,194.0,0,325,246,162,149,318,59,0.0,5.0,215,271,318,220,170,162,8,24,28,421793,2535,13,2545,412,0,71,2392,99,19,1,421906,0,5,25,1,0,0,0,0,0,0,0,0,0,0,1
3458,4,362.0,391256,1306,346.0,14.0,476,4.0,46.0,60.0,0,262,219,23,25,213,8,0.0,0.0,37,173,62,63,258,189,3,2,9,421727,3380,11,3380,424,20,37,11937,164,34,1,421910,0,7,44,1,0,0,0,0,1,0,0,0,0,0,0
3459,1,35.0,391225,2463,29.0,47.0,8,0.0,0.0,1.0,1,22,13,0,0,7,0,0.0,0.0,1,1,1,1,1,1,0,0,0,416862,1385,9,1385,190,3,21,103,7,3,1,421551,1,8,68,1,0,0,0,0,0,0,0,0,0,0,1
3460,2,22.0,391236,3263,13.0,0.0,68,0.0,0.0,0.0,1,0,0,3,6,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,393405,184,0,200,23,0,2,116,14,0,1,420945,0,8,52,0,0,0,0,1,1,0,0,0,0,0,0
3461,1,279.0,391245,34677,164.0,31.0,33,7.0,6.0,135.0,1,1,7,0,11,7,11,0.0,0.0,0,0,0,1,1,1,1,0,1,421751,85,0,85,10,0,63,116,10,0,1,421886,1,14,85,1,0,0,0,0,0,1,0,0,0,0,0
3462,1,34.0,391245,10860,16.0,16.0,29,0.0,0.0,6.0,1,11,11,7,14,6,9,0.0,0.0,0,0,0,1,0,1,0,0,0,403763,6139,18,6170,789,0,57,116,33,0,1,420644,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3463,1,77.0,391244,69,196.0,25.0,9,15.0,45.0,81.0,1,13,7,15,2,3,1,0.0,0.0,0,0,0,8,31,11,0,0,0,417699,2867,4,2867,424,0,129,119,4,10,1,421377,1,6,46,0,0,0,0,1,0,0,0,0,0,0,1
3464,2,296.0,391234,26867,2866.0,0.0,40,3.0,4.0,11.0,1,1,6,0,0,4,0,0.0,2.0,0,0,0,1,1,1,0,0,0,419694,0,0,0,0,0,40,132,32,0,1,421686,1,1,21,0,1,0,0,0,0,0,0,0,0,0,1
3465,1,15.0,391229,51,788.0,0.0,98,0.0,0.0,0.0,1,4,4,40,39,3,20,0.0,0.0,0,0,0,1,0,1,1,0,1,415585,0,0,0,0,0,10,137,26,0,1,421705,1,3,20,0,1,0,0,0,0,0,0,0,0,0,1
3466,1,87.0,391238,1417,543.0,0.0,17,12.0,42.0,57.0,1,28,19,1,3,7,2,0.0,1.0,0,0,0,4,7,7,0,0,0,406568,10683,8,10687,1514,2,169,140,14,14,1,417995,1,10,61,0,0,1,0,0,1,0,0,0,0,0,0
3467,1,17.0,391246,1014,55.0,34.0,425,1.0,0.0,22.0,1,4,5,0,0,2,0,0.0,0.0,0,0,0,5,4,6,0,0,0,414093,2951,14,2951,474,0,44,140,34,0,1,421777,1,10,61,0,1,0,0,0,0,0,0,0,0,0,1
3468,1,89.0,391232,9289,418.0,26.0,31,3.0,12.0,15.0,0,0,0,0,2,0,2,0.0,2.0,0,0,0,0,0,0,0,0,0,414243,6524,21,13960,362,0,48,144,18,11,1,421499,1,4,29,0,1,0,0,0,0,0,0,0,0,0,1
3469,1,111.0,391244,106,52.0,6.0,72,0.0,0.0,1.0,1,65,37,2,4,19,1,0.0,0.0,4,13,7,6,20,13,0,0,0,415835,0,0,0,0,0,24,150,14,19,1,421538,0,12,72,0,0,0,0,1,0,1,0,0,0,0,0
3470,2,2.0,391237,536,49.0,26.0,7,8.0,45.0,40.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,391294,4387,3,4389,633,0,12,150,8,0,1,418603,1,18,121,1,0,0,0,0,0,0,0,0,0,0,1
3471,1,7.0,391245,164,165.0,34.0,8,1.0,8.0,74.0,1,2,2,10,13,1,4,0.0,0.0,0,0,0,0,0,0,0,0,0,391674,0,0,0,0,0,59,153,13,0,1,420722,1,9,50,0,1,0,0,0,0,0,0,0,0,0,1
3472,1,17.0,391237,31860,15.0,13.0,46,0.0,0.0,0.0,1,2,2,3,6,1,4,0.0,0.0,0,0,0,1,0,1,1,0,1,418761,1528,5,1528,182,0,4,157,16,0,1,421904,0,12,77,0,0,0,0,1,0,0,0,0,0,0,1
3473,3,450.0,391225,40774,90.0,27.0,16,2.0,6.0,19.0,1,2,2,1,2,1,1,0.0,0.0,0,0,0,1,0,1,0,0,0,414509,3359,14,3359,512,0,86,161,13,0,1,421799,1,8,46,0,0,0,0,1,0,1,0,0,0,0,0
3474,1,22.0,391230,31510,70.0,0.0,117,1.0,0.0,1.0,1,0,0,0,2,0,2,0.0,0.0,0,0,0,0,0,0,1,0,1,416657,0,0,0,0,0,2,164,53,0,1,421875,1,6,46,1,0,0,0,0,0,0,0,0,0,0,1
3475,2,12.0,391233,430,140.0,2.0,86,0.0,4.0,4.0,1,1,1,0,3,1,3,0.0,0.0,0,0,0,2,6,2,0,0,0,398108,168,1,168,20,0,25,187,14,2,1,421715,1,12,132,0,1,0,0,0,0,0,1,0,0,0,0
3476,1,57.0,391245,3908,418.0,3.0,26,1.0,0.0,13.0,1,3,4,19,9,2,5,0.0,0.0,0,0,0,1,1,2,1,0,1,402011,3647,10,3686,439,0,86,193,15,3,1,421591,1,11,84,0,0,1,0,0,0,0,1,0,0,0,0
3477,6,1000.0,391232,28929,28.0,2.0,58,0.0,1.0,4.0,1,414,181,88,49,88,30,0.0,0.0,4,6,74,8,6,23,0,0,0,421602,8879,12,8879,1445,5,25,226,71,13,1,421808,0,6,43,0,0,0,0,1,0,0,0,0,0,1,0
3478,3,94.0,391243,45,80.0,34.0,23,3.0,13.0,45.0,1,61,30,20,16,14,6,0.0,0.0,2,4,3,20,46,32,1,4,1,421890,4272,11,4272,638,0,227,228,7,0,1,421695,1,11,70,0,1,0,0,0,0,1,0,0,0,0,0
3479,1,44.0,391234,60,196.0,69.0,49,22.0,116.0,42.0,1,116,77,23,17,34,8,0.0,5.0,0,0,0,14,17,19,1,0,4,421645,4250,5,4250,689,0,72,257,13,3,1,421900,1,21,134,0,1,0,0,0,0,0,0,0,0,1,0
3480,4,99.0,391236,24512,18.0,1.0,79,15.0,110.0,9.0,1,99,39,68,43,19,16,0.0,1.0,1,6,3,9,6,9,2,4,5,419107,4182,17,4182,557,12,69,263,32,12,1,421903,1,8,42,0,0,1,0,0,0,0,1,0,0,0,0
3481,1,164.0,391231,217,41.0,6.0,28,0.0,2.0,13.0,1,204,111,25,12,58,6,0.0,2.0,4,13,10,4,9,4,0,0,0,419267,28894,22,28894,4320,0,106,264,7,19,1,421801,0,6,34,1,0,0,0,0,1,0,0,0,0,0,0
3482,5,137.0,391227,156,119.0,13.0,49,0.0,0.0,0.0,1,38,41,0,1,21,1,0.0,1.0,9,8,19,23,39,69,1,0,6,421326,6270,8,6270,901,9,24,288,19,10,1,421670,1,7,52,1,0,0,0,0,0,0,0,0,0,0,1
3483,1,5.0,391226,9869,366.0,88.0,110,0.0,0.0,0.0,1,0,0,7,10,0,7,0.0,0.0,0,0,0,1,0,1,0,0,0,418275,1398,4,1502,215,0,57,294,34,0,1,421233,1,6,37,0,1,0,0,0,0,0,1,0,0,0,0
3484,1,101.0,391247,77,24.0,0.0,42,0.0,0.0,1.0,1,18,27,4,5,14,3,0.0,1.0,2,6,10,29,18,33,0,0,0,420647,11900,79,11901,1635,0,37,327,32,0,1,421851,0,10,66,0,1,0,0,0,0,0,0,0,0,0,1
3485,1,10.0,391231,1820,21.0,4.0,162,0.0,0.0,0.0,1,0,0,1,2,0,1,0.0,0.0,0,0,0,0,0,0,1,0,1,391329,228,1,434,16,0,5,330,27,0,1,421662,1,1,76,0,1,0,0,0,0,0,1,0,0,0,0
3486,1,45.0,391232,62,218.0,0.0,73,0.0,0.0,0.0,1,4,8,1,5,4,4,0.0,0.0,0,0,0,1,1,1,8,7,19,418566,7069,5,7069,805,0,10,351,27,0,1,421824,1,9,73,1,0,0,0,0,1,0,0,0,0,0,0
3487,4,408.0,391230,1424,86.0,4.0,9,0.0,0.0,2.0,0,26,23,0,0,10,0,0.0,1.0,0,0,0,4,1,5,0,0,0,421535,3816,18,3816,584,0,62,386,10,51,1,421691,1,6,48,1,0,0,0,0,1,0,0,0,0,0,0
3488,1,49.0,391230,1433,6.0,0.0,141,0.0,0.0,0.0,1,8,13,0,6,9,6,0.0,0.0,1,0,1,5,1,336,0,0,0,414417,3428,31,5008,382,0,17,388,49,0,1,421633,0,1,14,0,1,0,0,0,0,0,0,0,0,0,1
3489,2,144.0,391234,867,119.0,0.0,13,1.0,2.0,6.0,1,3,5,3,4,3,2,0.0,6.0,0,0,0,0,0,0,0,0,0,397284,12810,14,12810,1667,3,75,396,16,3,1,421828,0,7,49,1,0,0,0,0,1,0,0,0,0,0,0
3490,5,64.0,391240,272,82.0,0.0,171,0.0,0.0,1.0,1,368,232,195,44,112,13,0.0,0.0,1,0,1,0,0,0,0,0,0,421801,1674,5,1674,242,0,24,416,55,0,1,421739,0,5,33,0,0,0,0,1,0,0,0,0,0,0,1
3491,1,25.0,391242,21,5578.0,0.0,42,31.0,127.0,82.0,1,10,8,7,8,3,3,0.0,2.0,3,4,3,8,11,9,4,9,6,420547,681,0,681,122,0,112,424,8,0,1,421902,1,12,77,1,0,0,0,0,0,0,0,0,0,0,1
3492,1,250.0,391232,492,968.0,25.0,18,19.0,27.0,44.0,1,100,67,2,3,31,1,0.0,1.0,1,3,2,13,51,17,0,0,0,421381,9563,13,9564,1439,0,137,467,19,29,1,421460,1,6,47,0,0,0,0,1,0,0,0,0,0,0,1
3493,1,77.0,391237,3347,203.0,4.0,24,0.0,0.0,3.0,1,6,8,0,0,4,0,0.0,0.0,1,1,1,2,2,2,0,0,0,407747,5107,18,5107,779,0,21,704,25,0,1,421842,1,6,38,0,0,0,1,0,0,1,0,0,0,0,0
3494,1,95.0,391226,6866,249.0,13.0,158,0.0,2.0,7.0,1,72,60,21,37,30,18,0.0,0.0,5,4,18,14,24,23,3,1,13,417846,6644,9,6644,593,0,29,747,31,10,1,421778,1,16,108,1,0,0,0,0,0,0,0,1,0,0,0
3495,2,76.0,391236,8960,106.0,2.0,89,0.0,0.0,2.0,1,9,15,27,35,7,13,0.0,0.0,0,0,0,2,1,2,2,1,3,418310,2826,5,2826,379,0,36,1050,44,0,1,421884,1,6,42,1,0,0,0,0,0,0,0,0,0,0,1
3496,1,1924.0,391241,25441,297.0,1.0,356,0.0,0.0,1.0,1,324,234,83,148,226,281,0.0,0.0,13,25,33,7,4,17,13,26,18,418816,151,1,151,23,0,6,1581,103,0,1,421803,1,8,52,0,0,0,0,1,0,0,0,1,0,0,0
3497,2,93.0,391225,15615,107.0,12.0,292,4.0,6.0,13.0,1,114,85,13,23,39,12,0.0,3.0,3,2,4,4,4,20,0,0,0,420302,5790,13,5790,721,5,28,1807,55,5,1,421815,1,10,57,0,0,1,0,0,0,0,1,0,0,0,0
3499,1,816.0,391227,3226,597.0,3.0,1144,0.0,0.0,0.0,1,84,68,42,45,23,26,0.0,0.0,8,3,9,163,5,118,1,2,1,421526,3551,16,4887,403,5,18,3699,335,5,1,421908,1,5,45,0,1,0,0,0,0,1,0,0,0,0,0
3500,1,272.0,391225,80031,421.0,4.0,769,0.0,0.0,3.0,1,342,183,66,79,89,38,0.0,0.0,15,41,26,46,60,127,5,3,6,419957,8008,5,8016,1101,16,26,6029,193,17,1,421887,0,19,111,1,0,0,0,0,0,0,0,1,0,0,0
3501,2,242.0,391238,5183,3887.0,58.0,2686,9.0,37.0,8.0,1,308,249,458,331,110,103,0.0,0.0,22,104,114,13,24,17,18,28,42,421762,3216,14,3222,417,0,39,10988,782,6,1,421904,1,30,167,0,0,1,0,0,0,0,1,0,0,0,0
3502,2,91.0,391209,80,5.0,1.0,66,0.0,0.0,0.0,1,4,5,7,9,3,6,0.0,0.0,0,0,0,0,0,0,0,0,0,420174,4185,10,6123,449,0,4,105,9,0,1,421806,0,12,72,0,1,0,0,0,0,0,0,0,0,0,1
